,score,abs_score,source,target
input->m0,-0.13764021,0.13764021,Node(input),Node(m0)
a0.h1->m0,0.23793153,0.23793153,Node(a0.h1),Node(m0)
a0.h4->m0,0.023525875,0.023525875,Node(a0.h4),Node(m0)
a0.h6->m0,0.021163084,0.021163084,Node(a0.h6),Node(m0)
a0.h7->m0,0.084810756,0.084810756,Node(a0.h7),Node(m0)
a0.h10->m0,-0.022644704,0.022644704,Node(a0.h10),Node(m0)
a0.h11->m0,-0.02946957,0.02946957,Node(a0.h11),Node(m0)
a0.h12->m0,-0.030587701,0.030587701,Node(a0.h12),Node(m0)
a0.h14->m0,0.03136787,0.03136787,Node(a0.h14),Node(m0)
a0.h15->m0,-0.039088085,0.039088085,Node(a0.h15),Node(m0)
input->a1.h14<v>,0.019619709,0.019619709,Node(input),Node(a1.h14)
input->m1,-0.042400025,0.042400025,Node(input),Node(m1)
m0->m1,-0.05194999,0.05194999,Node(m0),Node(m1)
a1.h2->m1,-0.036284145,0.036284145,Node(a1.h2),Node(m1)
a1.h4->m1,0.026147977,0.026147977,Node(a1.h4),Node(m1)
a1.h5->m1,0.030097527,0.030097527,Node(a1.h5),Node(m1)
a1.h15->m1,0.022077527,0.022077527,Node(a1.h15),Node(m1)
m0->a2.h10<q>,0.018668968,0.018668968,Node(m0),Node(a2.h10)
a1.h3->a2.h10<v>,0.01697014,0.01697014,Node(a1.h3),Node(a2.h10)
m1->a2.h10<q>,0.017823515,0.017823515,Node(m1),Node(a2.h10)
input->m2,-0.018114606,0.018114606,Node(input),Node(m2)
m1->m2,0.043182455,0.043182455,Node(m1),Node(m2)
a2.h5->m2,0.018235978,0.018235978,Node(a2.h5),Node(m2)
a2.h10->m2,0.021244181,0.021244181,Node(a2.h10),Node(m2)
a2.h14->m2,0.036624946,0.036624946,Node(a2.h14),Node(m2)
a2.h15->m2,0.02677928,0.02677928,Node(a2.h15),Node(m2)
m2->a3.h1<q>,0.023040947,0.023040947,Node(m2),Node(a3.h1)
a1.h10->m3,0.01933256,0.01933256,Node(a1.h10),Node(m3)
m1->m3,-0.08247663,0.08247663,Node(m1),Node(m3)
a2.h14->m3,0.021245895,0.021245895,Node(a2.h14),Node(m3)
a3.h0->m3,0.038671575,0.038671575,Node(a3.h0),Node(m3)
a3.h4->m3,-0.018658116,0.018658116,Node(a3.h4),Node(m3)
a3.h9->m3,0.0204701,0.0204701,Node(a3.h9),Node(m3)
a3.h0->a4.h11<k>,-0.018732712,0.018732712,Node(a3.h0),Node(a4.h11)
m3->a4.h13<q>,0.017485898,0.017485898,Node(m3),Node(a4.h13)
a0.h1->m4,-0.02599754,0.02599754,Node(a0.h1),Node(m4)
m1->m4,-0.025936719,0.025936719,Node(m1),Node(m4)
a2.h14->m4,-0.019491382,0.019491382,Node(a2.h14),Node(m4)
m2->m4,0.03608152,0.03608152,Node(m2),Node(m4)
a3.h1->m4,0.01829372,0.01829372,Node(a3.h1),Node(m4)
a4.h2->m4,0.017715853,0.017715853,Node(a4.h2),Node(m4)
a4.h10->m4,0.019081328,0.019081328,Node(a4.h10),Node(m4)
a4.h11->m4,-0.046816483,0.046816483,Node(a4.h11),Node(m4)
a0.h1->m5,0.04178655,0.04178655,Node(a0.h1),Node(m5)
m0->m5,-0.060295425,0.060295425,Node(m0),Node(m5)
m2->m5,0.021795984,0.021795984,Node(m2),Node(m5)
a3.h14->m5,-0.017508555,0.017508555,Node(a3.h14),Node(m5)
m3->m5,0.019477462,0.019477462,Node(m3),Node(m5)
a4.h10->m5,-0.016960733,0.016960733,Node(a4.h10),Node(m5)
a4.h11->m5,-0.020781994,0.020781994,Node(a4.h11),Node(m5)
a5.h5->m5,0.01773813,0.01773813,Node(a5.h5),Node(m5)
m2->a6.h4<v>,-0.0366323,0.0366323,Node(m2),Node(a6.h4)
m2->a6.h10<v>,0.033561155,0.033561155,Node(m2),Node(a6.h10)
m5->a6.h4<v>,0.0490854,0.0490854,Node(m5),Node(a6.h4)
m5->a6.h10<q>,0.01815099,0.01815099,Node(m5),Node(a6.h10)
m5->a6.h10<v>,-0.047096938,0.047096938,Node(m5),Node(a6.h10)
m5->a6.h12<v>,-0.025270052,0.025270052,Node(m5),Node(a6.h12)
m0->m6,0.022015473,0.022015473,Node(m0),Node(m6)
m1->m6,0.06251314,0.06251314,Node(m1),Node(m6)
a2.h14->m6,-0.026557958,0.026557958,Node(a2.h14),Node(m6)
m2->m6,0.07635461,0.07635461,Node(m2),Node(m6)
a3.h5->m6,0.018450191,0.018450191,Node(a3.h5),Node(m6)
m3->m6,0.03513582,0.03513582,Node(m3),Node(m6)
a4.h9->m6,-0.01829866,0.01829866,Node(a4.h9),Node(m6)
a5.h3->m6,-0.01714506,0.01714506,Node(a5.h3),Node(m6)
a5.h5->m6,-0.0172822,0.0172822,Node(a5.h5),Node(m6)
a5.h12->m6,0.017933628,0.017933628,Node(a5.h12),Node(m6)
m5->m6,-0.04444056,0.04444056,Node(m5),Node(m6)
a6.h0->m6,0.033518746,0.033518746,Node(a6.h0),Node(m6)
a6.h1->m6,-0.034598928,0.034598928,Node(a6.h1),Node(m6)
a6.h2->m6,-0.023983758,0.023983758,Node(a6.h2),Node(m6)
a6.h3->m6,-0.030763512,0.030763512,Node(a6.h3),Node(m6)
a6.h4->m6,-0.06006327,0.06006327,Node(a6.h4),Node(m6)
a6.h10->m6,-0.016812962,0.016812962,Node(a6.h10),Node(m6)
a6.h12->m6,-0.035602026,0.035602026,Node(a6.h12),Node(m6)
a6.h13->m6,-0.026783634,0.026783634,Node(a6.h13),Node(m6)
a6.h14->m6,0.027256904,0.027256904,Node(a6.h14),Node(m6)
a6.h15->m6,-0.018242493,0.018242493,Node(a6.h15),Node(m6)
m2->a7.h3<q>,-0.019247413,0.019247413,Node(m2),Node(a7.h3)
m2->a7.h6<v>,-0.019704416,0.019704416,Node(m2),Node(a7.h6)
m5->a7.h1<q>,-0.029623076,0.029623076,Node(m5),Node(a7.h1)
m5->a7.h1<k>,-0.017671844,0.017671844,Node(m5),Node(a7.h1)
m5->a7.h1<v>,-0.018659513,0.018659513,Node(m5),Node(a7.h1)
m5->a7.h2<q>,0.021533467,0.021533467,Node(m5),Node(a7.h2)
m5->a7.h3<q>,-0.038265545,0.038265545,Node(m5),Node(a7.h3)
m5->a7.h6<q>,0.017893568,0.017893568,Node(m5),Node(a7.h6)
m5->a7.h8<q>,0.037288047,0.037288047,Node(m5),Node(a7.h8)
m5->a7.h8<k>,0.01902072,0.01902072,Node(m5),Node(a7.h8)
m5->a7.h8<v>,-0.018192947,0.018192947,Node(m5),Node(a7.h8)
m5->a7.h14<q>,0.01892861,0.01892861,Node(m5),Node(a7.h14)
m6->a7.h3<q>,-0.019792315,0.019792315,Node(m6),Node(a7.h3)
m6->a7.h3<v>,-0.017713338,0.017713338,Node(m6),Node(a7.h3)
m6->a7.h6<v>,-0.02116654,0.02116654,Node(m6),Node(a7.h6)
m6->a7.h8<v>,-0.022798732,0.022798732,Node(m6),Node(a7.h8)
m6->a7.h11<v>,-0.018396161,0.018396161,Node(m6),Node(a7.h11)
a0.h1->m7,-0.02387311,0.02387311,Node(a0.h1),Node(m7)
m1->m7,0.060334876,0.060334876,Node(m1),Node(m7)
a2.h14->m7,0.016748667,0.016748667,Node(a2.h14),Node(m7)
m2->m7,-0.031073755,0.031073755,Node(m2),Node(m7)
m4->m7,-0.019252911,0.019252911,Node(m4),Node(m7)
a5.h3->m7,-0.031003907,0.031003907,Node(a5.h3),Node(m7)
a5.h12->m7,-0.022103956,0.022103956,Node(a5.h12),Node(m7)
a6.h0->m7,0.037880935,0.037880935,Node(a6.h0),Node(m7)
a6.h2->m7,0.020755868,0.020755868,Node(a6.h2),Node(m7)
m6->m7,-0.05013311,0.05013311,Node(m6),Node(m7)
a7.h2->m7,0.023056518,0.023056518,Node(a7.h2),Node(m7)
a7.h6->m7,0.031620286,0.031620286,Node(a7.h6),Node(m7)
a7.h8->m7,0.052825913,0.052825913,Node(a7.h8),Node(m7)
a7.h12->m7,-0.018773882,0.018773882,Node(a7.h12),Node(m7)
m6->a8.h4<v>,0.018109184,0.018109184,Node(m6),Node(a8.h4)
m6->a8.h12<v>,0.016788337,0.016788337,Node(m6),Node(a8.h12)
a7.h2->a8.h2<v>,0.016603135,0.016603135,Node(a7.h2),Node(a8.h2)
a7.h3->a8.h8<v>,0.018960727,0.018960727,Node(a7.h3),Node(a8.h8)
m7->a8.h8<q>,-0.020197663,0.020197663,Node(m7),Node(a8.h8)
m7->a8.h8<v>,-0.01689367,0.01689367,Node(m7),Node(a8.h8)
m7->a8.h14<q>,0.0202234,0.0202234,Node(m7),Node(a8.h14)
m0->m8,-0.023757763,0.023757763,Node(m0),Node(m8)
m1->m8,-0.043097626,0.043097626,Node(m1),Node(m8)
m2->m8,-0.049918987,0.049918987,Node(m2),Node(m8)
m3->m8,-0.037320435,0.037320435,Node(m3),Node(m8)
a4.h15->m8,0.01998829,0.01998829,Node(a4.h15),Node(m8)
m4->m8,-0.04545348,0.04545348,Node(m4),Node(m8)
m5->m8,0.061015945,0.061015945,Node(m5),Node(m8)
a6.h1->m8,0.030685853,0.030685853,Node(a6.h1),Node(m8)
a6.h10->m8,-0.027925504,0.027925504,Node(a6.h10),Node(m8)
a7.h1->m8,-0.04532523,0.04532523,Node(a7.h1),Node(m8)
a7.h2->m8,0.034121014,0.034121014,Node(a7.h2),Node(m8)
a7.h3->m8,-0.021865552,0.021865552,Node(a7.h3),Node(m8)
a7.h6->m8,0.04365194,0.04365194,Node(a7.h6),Node(m8)
a7.h8->m8,0.022189017,0.022189017,Node(a7.h8),Node(m8)
a7.h13->m8,0.03835812,0.03835812,Node(a7.h13),Node(m8)
m7->m8,0.17109947,0.17109947,Node(m7),Node(m8)
a8.h0->m8,0.03550112,0.03550112,Node(a8.h0),Node(m8)
a8.h1->m8,0.024708461,0.024708461,Node(a8.h1),Node(m8)
a8.h2->m8,0.0249008,0.0249008,Node(a8.h2),Node(m8)
a8.h8->m8,-0.053067535,0.053067535,Node(a8.h8),Node(m8)
a8.h9->m8,0.026929855,0.026929855,Node(a8.h9),Node(m8)
a8.h10->m8,0.020700164,0.020700164,Node(a8.h10),Node(m8)
a8.h12->m8,0.031806365,0.031806365,Node(a8.h12),Node(m8)
a8.h13->m8,0.040265333,0.040265333,Node(a8.h13),Node(m8)
a8.h14->m8,0.017184567,0.017184567,Node(a8.h14),Node(m8)
a7.h2->a9.h7<v>,0.01995948,0.01995948,Node(a7.h2),Node(a9.h7)
m7->a9.h7<v>,0.036589827,0.036589827,Node(m7),Node(a9.h7)
m7->a9.h8<k>,0.017047532,0.017047532,Node(m7),Node(a9.h8)
m7->a9.h8<v>,-0.017634494,0.017634494,Node(m7),Node(a9.h8)
m7->a9.h15<q>,-0.01998402,0.01998402,Node(m7),Node(a9.h15)
m7->a9.h15<v>,-0.01852656,0.01852656,Node(m7),Node(a9.h15)
a8.h8->a9.h7<v>,-0.032997143,0.032997143,Node(a8.h8),Node(a9.h7)
a8.h8->a9.h10<q>,-0.018567385,0.018567385,Node(a8.h8),Node(a9.h10)
a8.h12->a9.h7<v>,0.017179307,0.017179307,Node(a8.h12),Node(a9.h7)
m8->a9.h1<v>,0.021925818,0.021925818,Node(m8),Node(a9.h1)
m8->a9.h7<v>,-0.035535496,0.035535496,Node(m8),Node(a9.h7)
m8->a9.h10<q>,0.019634992,0.019634992,Node(m8),Node(a9.h10)
m0->m9,-0.018977635,0.018977635,Node(m0),Node(m9)
m2->m9,-0.037580043,0.037580043,Node(m2),Node(m9)
a5.h3->m9,0.017151896,0.017151896,Node(a5.h3),Node(m9)
a6.h0->m9,-0.03432323,0.03432323,Node(a6.h0),Node(m9)
a7.h4->m9,0.016952846,0.016952846,Node(a7.h4),Node(m9)
a7.h6->m9,0.031370685,0.031370685,Node(a7.h6),Node(m9)
m7->m9,-0.078267924,0.078267924,Node(m7),Node(m9)
a8.h1->m9,0.023058787,0.023058787,Node(a8.h1),Node(m9)
a8.h4->m9,0.018841822,0.018841822,Node(a8.h4),Node(m9)
a8.h9->m9,0.027635863,0.027635863,Node(a8.h9),Node(m9)
a8.h10->m9,-0.021933943,0.021933943,Node(a8.h10),Node(m9)
a9.h1->m9,-0.041269526,0.041269526,Node(a9.h1),Node(m9)
a9.h6->m9,-0.01922167,0.01922167,Node(a9.h6),Node(m9)
a9.h15->m9,-0.020064544,0.020064544,Node(a9.h15),Node(m9)
m6->a10.h0<v>,-0.016606066,0.016606066,Node(m6),Node(a10.h0)
m8->a10.h1<v>,0.017837493,0.017837493,Node(m8),Node(a10.h1)
m8->a10.h4<v>,0.019315338,0.019315338,Node(m8),Node(a10.h4)
m8->a10.h15<q>,0.033415414,0.033415414,Node(m8),Node(a10.h15)
m8->a10.h15<v>,0.031079028,0.031079028,Node(m8),Node(a10.h15)
m9->a10.h10<v>,-0.023380412,0.023380412,Node(m9),Node(a10.h10)
m3->m10,-0.02993739,0.02993739,Node(m3),Node(m10)
m5->m10,-0.054005843,0.054005843,Node(m5),Node(m10)
m6->m10,-0.032340463,0.032340463,Node(m6),Node(m10)
m7->m10,0.028037116,0.028037116,Node(m7),Node(m10)
a8.h1->m10,-0.02076259,0.02076259,Node(a8.h1),Node(m10)
a8.h8->m10,0.025486236,0.025486236,Node(a8.h8),Node(m10)
m8->m10,0.027709115,0.027709115,Node(m8),Node(m10)
a9.h1->m10,0.028500041,0.028500041,Node(a9.h1),Node(m10)
a9.h3->m10,0.016683847,0.016683847,Node(a9.h3),Node(m10)
a9.h5->m10,-0.0205847,0.0205847,Node(a9.h5),Node(m10)
a9.h15->m10,0.036437467,0.036437467,Node(a9.h15),Node(m10)
m9->m10,-0.057643197,0.057643197,Node(m9),Node(m10)
a10.h0->m10,0.021865033,0.021865033,Node(a10.h0),Node(m10)
a10.h5->m10,-0.02597221,0.02597221,Node(a10.h5),Node(m10)
a10.h12->m10,0.024796333,0.024796333,Node(a10.h12),Node(m10)
a10.h15->m10,0.034235552,0.034235552,Node(a10.h15),Node(m10)
m9->a11.h7<v>,-0.023074774,0.023074774,Node(m9),Node(a11.h7)
a10.h8->a11.h4<v>,0.019778986,0.019778986,Node(a10.h8),Node(a11.h4)
m10->a11.h0<v>,0.01749961,0.01749961,Node(m10),Node(a11.h0)
m10->a11.h5<v>,-0.023043554,0.023043554,Node(m10),Node(a11.h5)
m2->m11,-0.018317303,0.018317303,Node(m2),Node(m11)
m5->m11,0.037379526,0.037379526,Node(m5),Node(m11)
a6.h3->m11,-0.01840231,0.01840231,Node(a6.h3),Node(m11)
a7.h1->m11,-0.019922521,0.019922521,Node(a7.h1),Node(m11)
m7->m11,0.027059523,0.027059523,Node(m7),Node(m11)
a8.h13->m11,-0.019310942,0.019310942,Node(a8.h13),Node(m11)
a9.h1->m11,-0.03156278,0.03156278,Node(a9.h1),Node(m11)
a9.h15->m11,-0.021143332,0.021143332,Node(a9.h15),Node(m11)
m9->m11,0.039246246,0.039246246,Node(m9),Node(m11)
a10.h3->m11,0.018746335,0.018746335,Node(a10.h3),Node(m11)
a10.h4->m11,-0.016856512,0.016856512,Node(a10.h4),Node(m11)
