,score,abs_score,source,target
input->m0,-0.24653026,0.24653026,Node(input),Node(m0)
a0.h1->m0,0.04493765,0.04493765,Node(a0.h1),Node(m0)
a0.h4->m0,0.02582526,0.02582526,Node(a0.h4),Node(m0)
a0.h5->m0,0.020789735,0.020789735,Node(a0.h5),Node(m0)
a0.h7->m0,0.036520645,0.036520645,Node(a0.h7),Node(m0)
a0.h11->m0,0.036984086,0.036984086,Node(a0.h11),Node(m0)
a0.h12->m0,0.02464383,0.02464383,Node(a0.h12),Node(m0)
a0.h13->m0,-0.022820022,0.022820022,Node(a0.h13),Node(m0)
a0.h14->m0,0.023475762,0.023475762,Node(a0.h14),Node(m0)
a0.h15->m0,0.039197676,0.039197676,Node(a0.h15),Node(m0)
input->a1.h7<v>,0.026788492,0.026788492,Node(input),Node(a1.h7)
a0.h1->m1,-0.021467686,0.021467686,Node(a0.h1),Node(m1)
a0.h7->m1,-0.023739152,0.023739152,Node(a0.h7),Node(m1)
m0->m1,0.05764137,0.05764137,Node(m0),Node(m1)
a1.h3->m1,0.06302658,0.06302658,Node(a1.h3),Node(m1)
a1.h5->m1,0.04700756,0.04700756,Node(a1.h5),Node(m1)
a1.h12->m1,-0.043830134,0.043830134,Node(a1.h12),Node(m1)
m0->a2.h3<k>,-0.022380661,0.022380661,Node(m0),Node(a2.h3)
input->m2,-0.04526621,0.04526621,Node(input),Node(m2)
m0->m2,-0.08997053,0.08997053,Node(m0),Node(m2)
a1.h2->m2,0.040389214,0.040389214,Node(a1.h2),Node(m2)
a1.h4->m2,-0.02156075,0.02156075,Node(a1.h4),Node(m2)
a2.h5->m2,-0.021928892,0.021928892,Node(a2.h5),Node(m2)
a2.h6->m2,-0.031210741,0.031210741,Node(a2.h6),Node(m2)
a2.h10->m2,-0.0202539,0.0202539,Node(a2.h10),Node(m2)
a2.h14->m2,0.020758275,0.020758275,Node(a2.h14),Node(m2)
a2.h15->m2,0.036722712,0.036722712,Node(a2.h15),Node(m2)
m1->a3.h4<q>,0.026581025,0.026581025,Node(m1),Node(a3.h4)
m2->a3.h9<v>,-0.021654572,0.021654572,Node(m2),Node(a3.h9)
m2->a3.h13<v>,0.0392399,0.0392399,Node(m2),Node(a3.h13)
m0->m3,-0.03339503,0.03339503,Node(m0),Node(m3)
a1.h4->m3,0.025315631,0.025315631,Node(a1.h4),Node(m3)
m1->m3,0.026139408,0.026139408,Node(m1),Node(m3)
a2.h7->m3,-0.01995786,0.01995786,Node(a2.h7),Node(m3)
m2->m3,-0.029357538,0.029357538,Node(m2),Node(m3)
a3.h6->m3,0.018984478,0.018984478,Node(a3.h6),Node(m3)
a3.h9->m3,-0.021568334,0.021568334,Node(a3.h9),Node(m3)
a3.h13->m3,0.035420977,0.035420977,Node(a3.h13),Node(m3)
m1->a4.h11<v>,0.01953799,0.01953799,Node(m1),Node(a4.h11)
a3.h1->a4.h10<q>,0.01889354,0.01889354,Node(a3.h1),Node(a4.h10)
m3->a4.h12<k>,0.019324278,0.019324278,Node(m3),Node(a4.h12)
m3->a4.h13<q>,-0.019462612,0.019462612,Node(m3),Node(a4.h13)
m3->a4.h15<q>,-0.02376475,0.02376475,Node(m3),Node(a4.h15)
m1->m4,-0.020717777,0.020717777,Node(m1),Node(m4)
a2.h5->m4,0.020839758,0.020839758,Node(a2.h5),Node(m4)
a3.h1->m4,0.023527637,0.023527637,Node(a3.h1),Node(m4)
a3.h13->m4,-0.030059118,0.030059118,Node(a3.h13),Node(m4)
m3->m4,0.1573499,0.1573499,Node(m3),Node(m4)
a4.h2->m4,-0.04049309,0.04049309,Node(a4.h2),Node(m4)
a4.h11->m4,-0.02368059,0.02368059,Node(a4.h11),Node(m4)
a4.h12->m4,-0.023047036,0.023047036,Node(a4.h12),Node(m4)
a4.h13->m4,-0.028386895,0.028386895,Node(a4.h13),Node(m4)
a4.h15->m4,-0.03699407,0.03699407,Node(a4.h15),Node(m4)
m0->m5,-0.024090052,0.024090052,Node(m0),Node(m5)
a1.h2->m5,0.026914373,0.026914373,Node(a1.h2),Node(m5)
a2.h14->m5,0.03800335,0.03800335,Node(a2.h14),Node(m5)
m2->m5,0.02837754,0.02837754,Node(m2),Node(m5)
m3->m5,-0.09992689,0.09992689,Node(m3),Node(m5)
a4.h2->m5,0.024232736,0.024232736,Node(a4.h2),Node(m5)
a4.h9->m5,-0.020495322,0.020495322,Node(a4.h9),Node(m5)
a4.h15->m5,0.027216604,0.027216604,Node(a4.h15),Node(m5)
a5.h3->m5,0.03782098,0.03782098,Node(a5.h3),Node(m5)
m2->a6.h4<v>,0.021769032,0.021769032,Node(m2),Node(a6.h4)
m4->a6.h0<v>,-0.024704529,0.024704529,Node(m4),Node(a6.h0)
