,score,abs_score,source,target
input->m0,-0.32312065,0.32312065,Node(input),Node(m0)
a0.h0->m0,-0.017600115,0.017600115,Node(a0.h0),Node(m0)
a0.h1->m0,0.17161962,0.17161962,Node(a0.h1),Node(m0)
a0.h4->m0,0.016994964,0.016994964,Node(a0.h4),Node(m0)
a0.h5->m0,0.028186701,0.028186701,Node(a0.h5),Node(m0)
a0.h6->m0,0.019382806,0.019382806,Node(a0.h6),Node(m0)
a0.h7->m0,0.059437156,0.059437156,Node(a0.h7),Node(m0)
a0.h10->m0,-0.028086308,0.028086308,Node(a0.h10),Node(m0)
a0.h14->m0,0.015379388,0.015379388,Node(a0.h14),Node(m0)
input->a1.h2<q>,-0.022675853,0.022675853,Node(input),Node(a1.h2)
input->a1.h2<v>,-0.018267617,0.018267617,Node(input),Node(a1.h2)
input->a1.h3<v>,-0.030526575,0.030526575,Node(input),Node(a1.h3)
a0.h1->a1.h2<q>,0.022140674,0.022140674,Node(a0.h1),Node(a1.h2)
m0->a1.h2<q>,-0.029790526,0.029790526,Node(m0),Node(a1.h2)
m0->a1.h5<v>,0.026046736,0.026046736,Node(m0),Node(a1.h5)
m0->a1.h12<q>,-0.027667558,0.027667558,Node(m0),Node(a1.h12)
m0->m1,-0.031344857,0.031344857,Node(m0),Node(m1)
a1.h2->m1,-0.027603066,0.027603066,Node(a1.h2),Node(m1)
a1.h3->m1,0.021417603,0.021417603,Node(a1.h3),Node(m1)
a1.h5->m1,0.048688337,0.048688337,Node(a1.h5),Node(m1)
a1.h7->m1,0.02909872,0.02909872,Node(a1.h7),Node(m1)
a1.h11->m1,-0.018437779,0.018437779,Node(a1.h11),Node(m1)
a1.h12->m1,-0.016213028,0.016213028,Node(a1.h12),Node(m1)
a1.h14->m1,0.017163891,0.017163891,Node(a1.h14),Node(m1)
m0->m2,-0.01739689,0.01739689,Node(m0),Node(m2)
a1.h4->m2,-0.019449111,0.019449111,Node(a1.h4),Node(m2)
a1.h14->m2,-0.017165877,0.017165877,Node(a1.h14),Node(m2)
a2.h5->m2,0.020185143,0.020185143,Node(a2.h5),Node(m2)
