,score,abs_score,source,target
input->m0,-0.23975763,0.23975763,Node(input),Node(m0)
a0.h3->m0,-0.034384407,0.034384407,Node(a0.h3),Node(m0)
a0.h5->m0,0.02440226,0.02440226,Node(a0.h5),Node(m0)
a0.h7->m0,0.022498798,0.022498798,Node(a0.h7),Node(m0)
a0.h11->m0,0.027438914,0.027438914,Node(a0.h11),Node(m0)
a0.h12->m0,0.020173565,0.020173565,Node(a0.h12),Node(m0)
a0.h15->m0,0.057468813,0.057468813,Node(a0.h15),Node(m0)
input->a1.h3<v>,-0.023260575,0.023260575,Node(input),Node(a1.h3)
input->a1.h6<v>,-0.020192606,0.020192606,Node(input),Node(a1.h6)
input->a1.h9<v>,-0.021589888,0.021589888,Node(input),Node(a1.h9)
input->a1.h11<v>,0.020288909,0.020288909,Node(input),Node(a1.h11)
a0.h15->a1.h5<q>,0.021619197,0.021619197,Node(a0.h15),Node(a1.h5)
m0->a1.h2<q>,-0.023346107,0.023346107,Node(m0),Node(a1.h2)
a0.h15->m1,0.029472603,0.029472603,Node(a0.h15),Node(m1)
m0->m1,-0.052863203,0.052863203,Node(m0),Node(m1)
a1.h1->m1,-0.025584674,0.025584674,Node(a1.h1),Node(m1)
a1.h5->m1,0.024766585,0.024766585,Node(a1.h5),Node(m1)
a1.h8->m1,0.021242319,0.021242319,Node(a1.h8),Node(m1)
a1.h10->m1,-0.04496857,0.04496857,Node(a1.h10),Node(m1)
a1.h12->m1,-0.027898794,0.027898794,Node(a1.h12),Node(m1)
a1.h14->m1,-0.02456305,0.02456305,Node(a1.h14),Node(m1)
a1.h15->m1,0.036234,0.036234,Node(a1.h15),Node(m1)
m0->m2,-0.032041743,0.032041743,Node(m0),Node(m2)
a2.h2->m2,-0.021528717,0.021528717,Node(a2.h2),Node(m2)
a2.h5->m2,-0.03137973,0.03137973,Node(a2.h5),Node(m2)
a2.h13->m2,0.02547552,0.02547552,Node(a2.h13),Node(m2)
a2.h14->m2,0.041927516,0.041927516,Node(a2.h14),Node(m2)
a2.h8->m3,-0.02300538,0.02300538,Node(a2.h8),Node(m3)
a2.h14->m3,0.028116083,0.028116083,Node(a2.h14),Node(m3)
m2->m3,0.09363669,0.09363669,Node(m2),Node(m3)
a3.h0->m3,-0.05706495,0.05706495,Node(a3.h0),Node(m3)
a3.h1->m3,-0.049574506,0.049574506,Node(a3.h1),Node(m3)
a3.h14->m3,0.021271354,0.021271354,Node(a3.h14),Node(m3)
m3->a4.h9<q>,0.02736192,0.02736192,Node(m3),Node(a4.h9)
m2->m4,0.024181541,0.024181541,Node(m2),Node(m4)
m3->m4,-0.032329235,0.032329235,Node(m3),Node(m4)
a4.h15->m4,-0.02221073,0.02221073,Node(a4.h15),Node(m4)
m0->m5,-0.03425352,0.03425352,Node(m0),Node(m5)
