edge	score
input->m0	-0.24499658334280394
a0.h1->m0	0.10773987310083008
a0.h5->m0	0.02565554971679687
a0.h8->m0	0.027689316000000002
a0.h10->m0	-0.02594452853930664
a0.h11->m0	0.008295208857421875
a0.h12->m0	0.002621422501953125
a0.h15->m0	0.043275552900390625
input->a1.h2<v>	-0.020315186375000002
input->a1.h10<k>	0.026156725500000002
m0->a1.h10<q>	-0.0207808535
m0->m1	0.002565146594726564
a1.h2->m1	-0.037558567516113285
a1.h4->m1	-0.003715447816406252
a1.h5->m1	0.04368113169152832
a1.h11->m1	-0.027864974150390624
a1.h12->m1	-0.050670037200195306
a1.h13->m1	0.028428308656249998
a2.h2->m2	-0.022899028624999998
a2.h8->m2	0.02967382054296875
a2.h13->m2	0.02491312025
a2.h14->m2	0.03178543690332031
m2->a3.h13<v>	0.034760964337890624
m2->m3	-0.006996658013183594
a3.h0->m3	-0.0345628870703125
a3.h1->m3	-0.007702967062500001
a1.h5->m4	0.01898574
m1->m4	-0.028464316776367186
a2.h3->m4	-0.00525747
m3->m4	0.057776677975097654
a4.h15->m4	-0.028470125244140623
m4->a5.h8<v>	-0.0275612955
m0->m5	-0.021322102845581056
a1.h2->m5	-0.0484431876875
m1->m5	-0.012690473939453124
a2.h14->m5	0.03928393933203125
a4.h9->m5	0.006755260136718748
a4.h11->m5	0.005209318375
a4.h13->m5	0.021629352
a4.h14->m5	0.026173946
a5.h9->m5	0.041673389062499996
a5.h10->m5	-0.0175222658125
m4->a6.h0<v>	-0.021523111749999997
m5->a6.h5<q>	-0.028024625499999997
m5->a6.h10<v>	0.0006647165859375009
a1.h2->m6	-0.019361038
m1->m6	0.0323226140078125
a2.h14->m6	-0.04046506050390625
a3.h1->m6	-0.05068570803125
a3.h5->m6	0.021713048999999998
m4->m6	-0.04725440874865723
a5.h3->m6	-0.036204356
m5->m6	-0.05247651480200195
a6.h0->m6	0.07597904499560547
a6.h5->m6	-0.027752518125
a6.h10->m6	0.003217792670898438
a6.h14->m6	0.043066756250000005
m0->m7	0.003235433544921876
a1.h2->m7	0.03024179625
m2->m7	-0.0315007589375
m4->m7	-0.0018675794609375011
a5.h3->m7	-0.006324500304687501
m5->m7	-0.06608247612786865
a6.h0->m7	-0.03704485028765869
a6.h5->m7	-0.030399280625
m6->m7	0.02475784760241699
a7.h2->m7	0.007939613689941406
a7.h3->m7	-0.036411876656249995
a7.h8->m7	0.009522560749999999
a7.h12->m7	-0.019122386
m6->a8.h1<k>	0.01782016
m7->a8.h8<v>	-0.013452162125
m7->a8.h14<v>	-0.023195824
m1->m8	0.02578627175
m3->m8	0.08137014996350098
a5.h3->m8	-0.010625091542480466
m5->m8	-0.013938065791259766
a6.h10->m8	-0.045843644828125
m6->m8	0.06981468774035644
a7.h2->m8	-0.03709106213916016
a7.h7->m8	0.030799848999999997
a7.h8->m8	0.025718391760742185
m7->m8	-0.048157254567443845
a8.h0->m8	0.040117632661376953
a8.h10->m8	0.0527115620534668
a8.h13->m8	0.02798309996875
a8.h8->a9.h5<q>	0.050154639125
m8->a9.h12<q>	-0.018601883
m2->m9	-0.025146013671875002
a3.h0->m9	-0.018007576
m3->m9	-0.026022424596679687
a4.h9->m9	0.024346541
m4->m9	-0.046476010383422854
a6.h0->m9	-0.04497985020898437
a6.h12->m9	-0.0024055807187499997
m6->m9	-0.029768796447265627
m7->m9	0.088312770809021
a8.h2->m9	-0.017895961
a8.h8->m9	0.01072578312890625
a8.h10->m9	-0.039661612484497066
a8.h13->m9	-0.038712139140625004
m8->m9	0.15434965205569456
a9.h2->m9	0.003161121863281249
a9.h4->m9	0.04205693795898438
a9.h5->m9	-0.04193551009765625
a9.h6->m9	-0.019008714625
a9.h7->m9	-0.03708789897729492
a9.h10->m9	-0.004941034765625001
a9.h11->m9	0.03806997727783203
a9.h15->m9	-0.044544698744781494
a8.h8->a10.h8<q>	0.0249230425
a9.h7->a10.h8<v>	0.03787380905664063
m9->a10.h1<v>	0.02537607
m9->a10.h6<v>	0.044320209
m1->m10	0.046021599431152346
m5->m10	-0.039540774900390624
a6.h0->m10	-0.0331935900625
a6.h4->m10	0.026375919999999997
a7.h1->m10	0.025227464664062497
a7.h6->m10	0.037555981
m7->m10	-0.00926757937988281
a8.h2->m10	0.030063938499999998
a8.h3->m10	0.026514130906250002
a8.h12->m10	-0.02761115101171875
a8.h13->m10	-0.019945566499999998
m8->m10	-0.07747197969433595
a9.h4->m10	0.018671406
