edge	score
input->m0	0.026059499780395505
a0.h1->m0	0.07343358944934082
a0.h3->m0	-0.029884986250000002
a0.h7->m0	0.0608997986677246
a0.h15->m0	-0.02468247377734375
input->a1.h12<v>	0.030679224999999997
a0.h10->a1.h4<v>	0.027179535
m0->m1	-0.07398320450817872
a1.h2->m1	-0.036999657671875
a1.h4->m1	-0.013128574500000002
a1.h9->m1	-0.02654753325
a1.h12->m1	0.011657155900878905
a1.h3->a2.h5<q>	-0.02527605
m1->a2.h4<q>	-0.012714248000000001
m1->a2.h5<q>	0.0231087065
input->m2	0.0295973974375
a0.h1->m2	-0.038646440000000004
a0.h10->m2	-0.026628856
a1.h2->m2	-0.050316228238281246
a1.h4->m2	0.027332142609375
m1->m2	-0.034317252140625004
a2.h5->m2	0.06736990722070313
a2.h10->m2	0.03944873124609375
m2->a3.h0<q>	-0.029197108
m2->a3.h5<q>	0.0004918529375000005
m2->a3.h5<k>	0.0011431519999999997
m2->a3.h14<q>	0.031245122875
a0.h1->m3	0.030384867625
m1->m3	-0.041804584034179686
a3.h0->m3	-0.07489086046948243
a3.h1->m3	-0.0328165055625
a3.h9->m3	0.006059935000000001
a3.h13->m3	-0.0325916365
m2->a4.h11<k>	-5.878324999999962e-05
m2->a4.h15<k>	0.03052748
m3->a4.h12<k>	-0.024485275
a2.h14->m4	-0.003201532
a3.h1->m4	0.0017315775000000012
m3->m4	-0.10635717442480469
a4.h9->m4	-0.026514773125000002
a4.h15->m4	-0.0209859364375
m4->a5.h3<v>	-0.028772801
input->m5	-0.029360134000000003
a5.h3->m5	-0.03269499465527344
a5.h5->m5	-0.02185177821875
a5.h6->m5	-0.0303272125
a5.h9->m5	0.02774274325
a0.h1->a6.h10<v>	0.031160561
m1->a6.h4<v>	-0.024360858
m1->a6.h10<v>	-0.018193497070312502
m2->a6.h4<v>	-0.016725194648437497
m2->a6.h10<v>	0.015529085625000001
m5->a6.h5<q>	-0.03111430725
m5->a6.h5<v>	-0.034710183000000006
m5->a6.h10<q>	0.023517064812500002
m5->a6.h10<v>	-0.03945251284375
m1->m6	0.03933932942089843
a2.h14->m6	-0.04502316625439453
m2->m6	0.03294899417382812
m3->m6	0.07397503500219726
m4->m6	-0.011235041796875
m5->m6	-0.0425773788359375
a6.h0->m6	0.09508335258032227
a6.h10->m6	-0.0369586358203125
m3->a7.h8<q>	-0.038812381
m4->a7.h6<v>	0.0421610305859375
m5->a7.h6<v>	0.0309302608125
m5->a7.h10<v>	-0.029947585
m6->a7.h4<v>	0.025306970749999998
m6->a7.h6<v>	-0.0488838049609375
m6->a7.h8<q>	0.036235612
m6->a7.h8<k>	0.035388115750000004
input->m7	0.02693145
m0->m7	4.854965624999895e-05
a2.h14->m7	0.038166555562499996
m2->m7	0.03809413318359375
a3.h0->m7	-0.031048369
a3.h13->m7	0.007527624249999999
m3->m7	-0.005132169925781249
a4.h2->m7	0.029669442921874997
m4->m7	0.027059273693847655
m5->m7	0.04516318211328124
a6.h0->m7	-0.008585974958007812
a6.h2->m7	0.05113055759375
a6.h5->m7	-0.028437199750000003
a6.h10->m7	-0.018854139031249998
a6.h14->m7	-0.025549069
m6->m7	-0.06997807567773437
a7.h1->m7	-0.007845675281250002
a7.h2->m7	-0.0413084421875
a7.h3->m7	-0.038680818125
a7.h6->m7	0.0361052783984375
a7.h10->m7	-0.03668551359179688
m5->a8.h13<k>	0.0274368545
m6->a8.h4<v>	-0.02587684
m7->a8.h8<v>	0.02267090275
m7->a8.h9<q>	-0.030274024
a2.h14->m8	0.041374962027343754
a3.h0->m8	0.0352180149375
m3->m8	-0.115839486375
a5.h3->m8	-0.050658416671875
a5.h4->m8	0.0241860015
m5->m8	0.09948174370556641
a6.h0->m8	-0.03561807063574218
a6.h12->m8	-0.041916467
a6.h14->m8	0.0244250375
m6->m8	-0.029429351411132815
a7.h1->m8	-0.0586659474128418
a7.h2->m8	0.08918072464038086
a7.h3->m8	-0.0511900138515625
a7.h6->m8	0.06985392429992676
a7.h11->m8	0.0104800245625
a7.h12->m8	0.0224304135
m7->m8	0.12415583455346679
a8.h0->m8	0.04380050397344971
a8.h1->m8	0.007968684445312502
a8.h3->m8	-0.04514235470922852
a8.h5->m8	0.03346600133007813
a8.h7->m8	0.033497175000000004
a8.h8->m8	-0.06082310606469726
a8.h10->m8	0.08261729882128906
a8.h12->m8	0.04147770038867188
a8.h13->m8	0.014856170750000001
m5->a9.h1<v>	-0.025710136
m5->a9.h12<q>	-0.02132504525
m6->a9.h12<q>	0.0314582
m7->a9.h1<v>	-0.035159539212890625
m7->a9.h15<v>	-0.02835672
a8.h8->a9.h7<v>	-0.0619571575
a8.h8->a9.h10<q>	0.0399597635
a8.h8->a9.h12<q>	0.023471686000000002
m8->a9.h2<v>	-0.024801776
a3.h13->m9	0.024511762
m3->m9	0.034084181328125
m4->m9	-0.07659979732910156
m5->m9	-0.0827152318996582
a6.h0->m9	-0.0007160838945312505
a6.h10->m9	-0.01878930203125
a6.h15->m9	-0.034037583
m6->m9	0.060830132478515625
a7.h1->m9	-0.002327206250000001
a7.h2->m9	-0.04280146237890625
m7->m9	-0.11597501552459716
a8.h1->m9	-0.035568997015625
a8.h2->m9	-0.03146686
a8.h3->m9	0.0282548533046875
a8.h7->m9	-0.02211555221875
a8.h8->m9	0.04871305385791015
a8.h9->m9	0.032163945468749996
a8.h10->m9	-0.05260873629541016
a8.h12->m9	-0.03232124508984375
m8->m9	0.10319508325073243
a9.h1->m9	-0.0553243492109375
a9.h4->m9	-0.030951941937499998
a9.h5->m9	-0.010337919796875003
a9.h6->m9	-0.0389205867734375
a9.h7->m9	0.08650105114990234
a9.h10->m9	-0.0206433105625
a9.h11->m9	0.0018747006249999996
a9.h12->m9	-0.025441248
m7->a10.h0<v>	-0.025677508
a9.h6->a10.h5<k>	0.02040524375
m4->m10	0.0408646856875
a5.h3->m10	0.0303035551875
a6.h0->m10	-0.0312171306015625
m6->m10	-0.01685626850390625
a7.h6->m10	0.01999740275
a8.h3->m10	0.0316852965
a8.h8->m10	0.034131990125
a9.h7->m10	0.019039046894531248
a9.h11->m10	-0.036056005249999995
m9->m10	0.09350208230566406
a10.h5->m10	-0.026175379375000002
a10.h6->m10	0.0077396162812499985
a10.h8->m10	-0.0007938284609374999
a10.h10->m10	-0.0026335086249999994
a10.h15->m10	0.046253503875000004
a10.h8->a11.h3<v>	-0.025174767
m10->a11.h5<v>	0.017005351374999998
m5->m11	0.030141777499023435
m6->m11	-0.03952173004492188
a7.h6->m11	0.0010699572695312479
m7->m11	0.1395952016743164
a8.h8->m11	-0.0356001965625
m8->m11	0.07971885179321289
a9.h0->m11	0.02785395
a9.h4->m11	0.024358414
a9.h7->m11	-0.019144747375
a9.h15->m11	-0.00366768275
m9->m11	-0.06015545137890625
a10.h0->m11	0.015021765062500001
a10.h1->m11	-0.02231402325
a10.h3->m11	0.0171744015
a10.h4->m11	0.010636695
a10.h8->m11	0.016951222250000002
m10->m11	0.02641422465820312
a11.h4->m11	-0.0175584727578125
a11.h5->m11	-0.007998508531250002
a11.h7->m11	0.022392742890136718
a11.h11->m11	-0.040381217168701175
m8->a12.h14<k>	-0.031242397
m8->a12.h14<v>	0.024650848
m10->a12.h3<v>	0.026391741906250002
m10->a12.h5<v>	-0.028405577
m11->a12.h14<q>	0.0393502215
m11->a12.h14<k>	-0.048131388
m2->m12	0.00038646850000000066
m7->m12	0.007197441080627443
a8.h3->m12	0.022498274
m8->m12	0.0590518765
a9.h15->m12	-0.0242160476875
m9->m12	-0.007427978016357417
a10.h1->m12	-0.029724036875
a10.h5->m12	-0.02498225
a10.h9->m12	-0.033371627
a10.h10->m12	0.01145222875
m10->m12	-0.06803434556933594
a11.h5->m12	-0.0028932342031249975
a11.h10->m12	0.026141083
a11.h15->m12	-0.0043845358750000014
m11->m12	0.03614218521435547
a12.h3->m12	0.019931705001464847
a12.h4->m12	-0.02975323175
a12.h5->m12	-0.02315072925
a12.h7->m12	0.0321777361484375
a12.h8->m12	-0.04820047273828125
