edge	score
input->m0	0.08465701995678711
a0.h1->m0	-0.04318784592089844
a0.h4->m0	-0.013737459
a0.h5->m0	0.027251870718749998
a0.h7->m0	-0.029015618369628904
a0.h8->m0	0.024835786
a0.h9->m0	-0.021031592374999998
a0.h10->m0	0.10347784126562501
a0.h11->m0	-0.0571951031328125
a0.h12->m0	-0.029481873890625
a0.h13->m0	0.0369604674375
a0.h14->m0	0.03498361375
a0.h15->m0	-0.02404175946875
input->a1.h1<v>	-0.009608994250000003
input->a1.h3<v>	-0.02306146875
input->a1.h7<v>	0.027614437
m0->a1.h12<q>	0.0161302504375
m0->a1.h12<v>	-0.027277373
input->m1	-0.05519489312011719
a0.h1->m1	0.0472605696875
a0.h15->m1	0.031401005
a1.h2->m1	0.005254807
a1.h3->m1	-0.0463299185
a1.h7->m1	0.035730782
a1.h11->m1	-0.032790494484375
a1.h12->m1	0.03490957815625
m0->a2.h3<k>	0.004645940000000001
a1.h3->a2.h6<v>	-0.032855265
m1->a2.h4<q>	0.0010599310624999983
m1->a2.h5<v>	-0.0228007045
m1->a2.h13<v>	0.033383603
a0.h1->m2	-0.030635860125
a1.h2->m2	-0.04757148574609375
a2.h5->m2	-0.0262768724375
a2.h7->m2	-0.009454514
a2.h8->m2	-0.0306522303125
a2.h15->m2	0.03334054234375
m1->a3.h5<q>	0.03280273
m1->a3.h13<v>	-0.014870917249999999
m2->a3.h5<q>	0.0012221126250000006
m2->a3.h5<k>	0.023723668375
m2->a3.h13<v>	-0.05283975590625
input->m3	-0.030599567249999998
m0->m3	-0.007349564000000001
a1.h2->m3	-0.017191023
m1->m3	-0.07889318348437499
a2.h13->m3	-0.0018817915000000004
a3.h0->m3	-0.0574009694375
a3.h1->m3	-0.0301502625
a3.h9->m3	0.022310515375
a3.h13->m3	0.0003783846250000004
m2->a4.h2<q>	0.036251545
m2->a4.h11<k>	0.0037560909999999996
m3->a4.h9<q>	0.01198914875
m3->a4.h11<v>	-0.03299059
m0->m4	-0.0844190136328125
m1->m4	-0.05754339630957031
a2.h14->m4	-0.01133391575
m2->m4	-0.03511682837890625
a3.h1->m4	-0.034769293234375
a3.h13->m4	0.0072251939375000025
m3->m4	-0.0420772914296875
a4.h9->m4	-0.02126405946875
