,score,abs_score,source,target
input->m0,-0.22820833,0.22820833,Node(input),Node(m0)
a0.h1->m0,0.039036155,0.039036155,Node(a0.h1),Node(m0)
a0.h10->m0,-0.0560287,0.0560287,Node(a0.h10),Node(m0)
a0.h11->m0,0.061465584,0.061465584,Node(a0.h11),Node(m0)
a0.h12->m0,0.031808995,0.031808995,Node(a0.h12),Node(m0)
a0.h15->m0,0.053835146,0.053835146,Node(a0.h15),Node(m0)
input->a1.h7<v>,0.02826431,0.02826431,Node(input),Node(a1.h7)
input->a1.h11<v>,0.02214751,0.02214751,Node(input),Node(a1.h11)
m0->a1.h5<v>,0.024477255,0.024477255,Node(m0),Node(a1.h5)
input->m1,-0.035516895,0.035516895,Node(input),Node(m1)
a0.h15->m1,0.025600493,0.025600493,Node(a0.h15),Node(m1)
m0->m1,0.025920287,0.025920287,Node(m0),Node(m1)
a1.h3->m1,0.044305783,0.044305783,Node(a1.h3),Node(m1)
a1.h5->m1,0.05008906,0.05008906,Node(a1.h5),Node(m1)
a1.h12->m1,-0.058412947,0.058412947,Node(a1.h12),Node(m1)
a1.h13->m1,0.024721034,0.024721034,Node(a1.h13),Node(m1)
m0->m2,-0.07519826,0.07519826,Node(m0),Node(m2)
a1.h2->m2,0.02839151,0.02839151,Node(a1.h2),Node(m2)
a1.h4->m2,-0.031200144,0.031200144,Node(a1.h4),Node(m2)
a1.h8->m2,-0.022520065,0.022520065,Node(a1.h8),Node(m2)
m1->m2,-0.041266173,0.041266173,Node(m1),Node(m2)
a2.h4->m2,0.020678176,0.020678176,Node(a2.h4),Node(m2)
a2.h5->m2,0.042873826,0.042873826,Node(a2.h5),Node(m2)
a2.h14->m2,0.03936745,0.03936745,Node(a2.h14),Node(m2)
a2.h15->m2,0.03339705,0.03339705,Node(a2.h15),Node(m2)
input->m3,-0.026463693,0.026463693,Node(input),Node(m3)
m0->m3,-0.052629523,0.052629523,Node(m0),Node(m3)
a1.h4->m3,0.023131892,0.023131892,Node(a1.h4),Node(m3)
a3.h9->m3,-0.02562594,0.02562594,Node(a3.h9),Node(m3)
a3.h13->m3,0.04199749,0.04199749,Node(a3.h13),Node(m3)
m1->m4,-0.024108788,0.024108788,Node(m1),Node(m4)
a2.h14->m4,0.020341447,0.020341447,Node(a2.h14),Node(m4)
m2->m4,0.037901342,0.037901342,Node(m2),Node(m4)
m3->m4,0.043105833,0.043105833,Node(m3),Node(m4)
a4.h9->m4,-0.028120173,0.028120173,Node(a4.h9),Node(m4)
a4.h13->m4,-0.022814121,0.022814121,Node(a4.h13),Node(m4)
a4.h15->m4,-0.021015313,0.021015313,Node(a4.h15),Node(m4)
a2.h14->m5,0.032335207,0.032335207,Node(a2.h14),Node(m5)
m2->m5,0.08142547,0.08142547,Node(m2),Node(m5)
a3.h0->m5,-0.03546285,0.03546285,Node(a3.h0),Node(m5)
m3->m5,-0.073879495,0.073879495,Node(m3),Node(m5)
m4->m5,0.025656674,0.025656674,Node(m4),Node(m5)
a5.h3->m5,-0.029667294,0.029667294,Node(a5.h3),Node(m5)
a5.h9->m5,0.027258387,0.027258387,Node(a5.h9),Node(m5)
m4->a6.h0<v>,-0.02541557,0.02541557,Node(m4),Node(a6.h0)
m1->m6,0.025409274,0.025409274,Node(m1),Node(m6)
a3.h13->m6,0.022169715,0.022169715,Node(a3.h13),Node(m6)
m3->m6,-0.050666567,0.050666567,Node(m3),Node(m6)
a4.h2->m6,-0.0220039,0.0220039,Node(a4.h2),Node(m6)
a4.h9->m6,-0.021922257,0.021922257,Node(a4.h9),Node(m6)
a4.h11->m6,-0.023043081,0.023043081,Node(a4.h11),Node(m6)
m4->m6,-0.0958803,0.0958803,Node(m4),Node(m6)
a5.h9->m6,-0.026781393,0.026781393,Node(a5.h9),Node(m6)
a5.h14->m6,0.030636704,0.030636704,Node(a5.h14),Node(m6)
m5->m6,-0.043839388,0.043839388,Node(m5),Node(m6)
a6.h6->m6,0.02224872,0.02224872,Node(a6.h6),Node(m6)
a6.h13->m6,-0.021560645,0.021560645,Node(a6.h13),Node(m6)
m3->a7.h6<v>,0.021700507,0.021700507,Node(m3),Node(a7.h6)
m5->a7.h3<q>,-0.022465138,0.022465138,Node(m5),Node(a7.h3)
m5->a7.h6<q>,-0.02796064,0.02796064,Node(m5),Node(a7.h6)
m5->a7.h8<q>,0.026543692,0.026543692,Node(m5),Node(a7.h8)
a6.h0->a7.h1<q>,0.024862384,0.024862384,Node(a6.h0),Node(a7.h1)
m6->a7.h2<k>,-0.022384178,0.022384178,Node(m6),Node(a7.h2)
m6->a7.h6<v>,-0.031382784,0.031382784,Node(m6),Node(a7.h6)
m0->m7,0.022429626,0.022429626,Node(m0),Node(m7)
m1->m7,-0.034853127,0.034853127,Node(m1),Node(m7)
