,score,abs_score,source,target
input->m0,0.030927371,0.030927371,Node(input),Node(m0)
a0.h4->m0,-0.02686945,0.02686945,Node(a0.h4),Node(m0)
a0.h7->m0,-0.025507731,0.025507731,Node(a0.h7),Node(m0)
a0.h10->m0,-0.07870729,0.07870729,Node(a0.h10),Node(m0)
a0.h12->m0,0.02225342,0.02225342,Node(a0.h12),Node(m0)
input->a1.h1<v>,-0.028091203,0.028091203,Node(input),Node(a1.h1)
input->a1.h3<v>,-0.023703296,0.023703296,Node(input),Node(a1.h3)
input->a1.h4<v>,-0.027180806,0.027180806,Node(input),Node(a1.h4)
m0->a1.h1<q>,0.021695137,0.021695137,Node(m0),Node(a1.h1)
m0->a1.h3<v>,-0.027565338,0.027565338,Node(m0),Node(a1.h3)
m0->a1.h7<q>,0.021721266,0.021721266,Node(m0),Node(a1.h7)
input->m1,-0.06457564,0.06457564,Node(input),Node(m1)
a0.h1->m1,0.022304446,0.022304446,Node(a0.h1),Node(m1)
m0->m1,-0.15129988,0.15129988,Node(m0),Node(m1)
a1.h6->m1,0.025124453,0.025124453,Node(a1.h6),Node(m1)
a1.h11->m1,-0.039479952,0.039479952,Node(a1.h11),Node(m1)
a1.h12->m1,-0.02241636,0.02241636,Node(a1.h12),Node(m1)
a1.h14->m1,-0.033866063,0.033866063,Node(a1.h14),Node(m1)
m0->a2.h10<q>,0.027560107,0.027560107,Node(m0),Node(a2.h10)
m1->a2.h10<q>,0.028408948,0.028408948,Node(m1),Node(a2.h10)
a1.h2->m2,-0.029523376,0.029523376,Node(a1.h2),Node(m2)
m1->m2,0.032743648,0.032743648,Node(m1),Node(m2)
a2.h3->m2,-0.025277032,0.025277032,Node(a2.h3),Node(m2)
a2.h13->m2,0.036261983,0.036261983,Node(a2.h13),Node(m2)
a2.h14->m2,0.031351857,0.031351857,Node(a2.h14),Node(m2)
a2.h15->m2,-0.030229349,0.030229349,Node(a2.h15),Node(m2)
m1->a3.h4<q>,-0.03155315,0.03155315,Node(m1),Node(a3.h4)
m2->a3.h5<q>,0.02550565,0.02550565,Node(m2),Node(a3.h5)
m1->m3,0.022341302,0.022341302,Node(m1),Node(m3)
a2.h8->m3,-0.026235197,0.026235197,Node(a2.h8),Node(m3)
m2->m3,0.0274861,0.0274861,Node(m2),Node(m3)
a3.h13->m3,-0.023278175,0.023278175,Node(a3.h13),Node(m3)
a3.h14->m3,0.03413596,0.03413596,Node(a3.h14),Node(m3)
m2->a4.h11<k>,0.035085194,0.035085194,Node(m2),Node(a4.h11)
a3.h0->a4.h11<k>,0.021962274,0.021962274,Node(a3.h0),Node(a4.h11)
m3->a4.h11<k>,-0.025299184,0.025299184,Node(m3),Node(a4.h11)
a1.h4->m4,0.02516648,0.02516648,Node(a1.h4),Node(m4)
m1->m4,-0.024887726,0.024887726,Node(m1),Node(m4)
a3.h5->m4,0.03286749,0.03286749,Node(a3.h5),Node(m4)
a3.h14->m4,-0.025816597,0.025816597,Node(a3.h14),Node(m4)
m3->m4,-0.030963372,0.030963372,Node(m3),Node(m4)
a4.h2->m4,0.028135434,0.028135434,Node(a4.h2),Node(m4)
a4.h9->m4,0.029748833,0.029748833,Node(a4.h9),Node(m4)
a0.h1->m5,-0.021825274,0.021825274,Node(a0.h1),Node(m5)
m0->m5,0.04337821,0.04337821,Node(m0),Node(m5)
m1->m5,0.045954745,0.045954745,Node(m1),Node(m5)
a3.h1->m5,0.025618656,0.025618656,Node(a3.h1),Node(m5)
m3->m5,0.04931178,0.04931178,Node(m3),Node(m5)
a4.h9->m5,-0.021868989,0.021868989,Node(a4.h9),Node(m5)
a4.h15->m5,-0.049224347,0.049224347,Node(a4.h15),Node(m5)
m4->m5,0.07027149,0.07027149,Node(m4),Node(m5)
a5.h3->m5,-0.050914954,0.050914954,Node(a5.h3),Node(m5)
a5.h4->m5,-0.02225035,0.02225035,Node(a5.h4),Node(m5)
a5.h10->m5,-0.029557656,0.029557656,Node(a5.h10),Node(m5)
m2->a6.h10<v>,-0.021888807,0.021888807,Node(m2),Node(a6.h10)
m2->a6.h12<k>,0.025132148,0.025132148,Node(m2),Node(a6.h12)
m5->a6.h10<v>,0.026470013,0.026470013,Node(m5),Node(a6.h10)
a0.h1->m6,0.022246836,0.022246836,Node(a0.h1),Node(m6)
m1->m6,-0.023590744,0.023590744,Node(m1),Node(m6)
m2->m6,0.057245027,0.057245027,Node(m2),Node(m6)
a4.h9->m6,0.025849333,0.025849333,Node(a4.h9),Node(m6)
a4.h11->m6,-0.03111497,0.03111497,Node(a4.h11),Node(m6)
m4->m6,0.06655134,0.06655134,Node(m4),Node(m6)
m5->m6,0.087444186,0.087444186,Node(m5),Node(m6)
a6.h1->m6,0.034995176,0.034995176,Node(a6.h1),Node(m6)
a6.h10->m6,-0.023557097,0.023557097,Node(a6.h10),Node(m6)
a6.h12->m6,0.022735707,0.022735707,Node(a6.h12),Node(m6)
a6.h13->m6,0.036396045,0.036396045,Node(a6.h13),Node(m6)
a1.h2->a7.h6<k>,-0.022126887,0.022126887,Node(a1.h2),Node(a7.h6)
m2->a7.h6<q>,-0.03871296,0.03871296,Node(m2),Node(a7.h6)
a3.h0->a7.h6<k>,-0.025961382,0.025961382,Node(a3.h0),Node(a7.h6)
m3->a7.h6<k>,0.038601555,0.038601555,Node(m3),Node(a7.h6)
m4->a7.h1<q>,-0.021918613,0.021918613,Node(m4),Node(a7.h1)
m5->a7.h6<q>,-0.0558566,0.0558566,Node(m5),Node(a7.h6)
m5->a7.h6<k>,0.0301942,0.0301942,Node(m5),Node(a7.h6)
m5->a7.h8<q>,-0.022629093,0.022629093,Node(m5),Node(a7.h8)
m5->a7.h8<v>,-0.021826975,0.021826975,Node(m5),Node(a7.h8)
a6.h10->a7.h6<k>,-0.031058565,0.031058565,Node(a6.h10),Node(a7.h6)
m6->a7.h2<v>,0.030009521,0.030009521,Node(m6),Node(a7.h2)
m6->a7.h6<k>,0.024857879,0.024857879,Node(m6),Node(a7.h6)
m6->a7.h6<v>,0.023187451,0.023187451,Node(m6),Node(a7.h6)
m1->m7,-0.030293953,0.030293953,Node(m1),Node(m7)
a3.h13->m7,0.027536621,0.027536621,Node(a3.h13),Node(m7)
m3->m7,0.05888722,0.05888722,Node(m3),Node(m7)
a4.h11->m7,0.022109825,0.022109825,Node(a4.h11),Node(m7)
m5->m7,-0.031947777,0.031947777,Node(m5),Node(m7)
a6.h1->m7,-0.028418383,0.028418383,Node(a6.h1),Node(m7)
a6.h3->m7,0.023529267,0.023529267,Node(a6.h3),Node(m7)
a6.h6->m7,0.023285186,0.023285186,Node(a6.h6),Node(m7)
a6.h8->m7,0.024163619,0.024163619,Node(a6.h8),Node(m7)
a6.h10->m7,0.076501235,0.076501235,Node(a6.h10),Node(m7)
m6->m7,-0.13020048,0.13020048,Node(m6),Node(m7)
a7.h1->m7,0.03174804,0.03174804,Node(a7.h1),Node(m7)
a7.h2->m7,-0.08124766,0.08124766,Node(a7.h2),Node(m7)
a7.h5->m7,-0.03772104,0.03772104,Node(a7.h5),Node(m7)
a7.h6->m7,-0.076601885,0.076601885,Node(a7.h6),Node(m7)
a7.h8->m7,0.06923628,0.06923628,Node(a7.h8),Node(m7)
m5->a8.h10<v>,0.034835536,0.034835536,Node(m5),Node(a8.h10)
m6->a8.h1<k>,-0.02240184,0.02240184,Node(m6),Node(a8.h1)
m6->a8.h10<k>,0.026434764,0.026434764,Node(m6),Node(a8.h10)
m7->a8.h4<q>,-0.029490631,0.029490631,Node(m7),Node(a8.h4)
m7->a8.h8<v>,0.026183702,0.026183702,Node(m7),Node(a8.h8)
m7->a8.h13<v>,-0.02910924,0.02910924,Node(m7),Node(a8.h13)
m0->m8,-0.03395986,0.03395986,Node(m0),Node(m8)
a2.h14->m8,0.026037857,0.026037857,Node(a2.h14),Node(m8)
m3->m8,-0.10976772,0.10976772,Node(m3),Node(m8)
a4.h11->m8,-0.02385035,0.02385035,Node(a4.h11),Node(m8)
m4->m8,-0.023687195,0.023687195,Node(m4),Node(m8)
a5.h3->m8,-0.039462797,0.039462797,Node(a5.h3),Node(m8)
m5->m8,0.0402511,0.0402511,Node(m5),Node(m8)
a6.h10->m8,-0.023179892,0.023179892,Node(a6.h10),Node(m8)
m6->m8,-0.040164676,0.040164676,Node(m6),Node(m8)
a7.h1->m8,0.035071947,0.035071947,Node(a7.h1),Node(m8)
a7.h2->m8,0.09404896,0.09404896,Node(a7.h2),Node(m8)
a7.h3->m8,-0.032005087,0.032005087,Node(a7.h3),Node(m8)
a7.h6->m8,0.03889378,0.03889378,Node(a7.h6),Node(m8)
a7.h11->m8,0.051519033,0.051519033,Node(a7.h11),Node(m8)
a7.h13->m8,-0.032307476,0.032307476,Node(a7.h13),Node(m8)
a8.h1->m8,0.026765235,0.026765235,Node(a8.h1),Node(m8)
a8.h2->m8,-0.023325598,0.023325598,Node(a8.h2),Node(m8)
a8.h3->m8,-0.059073016,0.059073016,Node(a8.h3),Node(m8)
a8.h8->m8,0.039240357,0.039240357,Node(a8.h8),Node(m8)
a8.h12->m8,0.039335515,0.039335515,Node(a8.h12),Node(m8)
a8.h13->m8,0.036918454,0.036918454,Node(a8.h13),Node(m8)
a8.h14->m8,0.023489974,0.023489974,Node(a8.h14),Node(m8)
m7->a9.h1<v>,-0.055961214,0.055961214,Node(m7),Node(a9.h1)
m7->a9.h7<v>,0.042692162,0.042692162,Node(m7),Node(a9.h7)
m7->a9.h15<v>,-0.035304137,0.035304137,Node(m7),Node(a9.h15)
a8.h8->a9.h10<q>,-0.038954016,0.038954016,Node(a8.h8),Node(a9.h10)
a8.h10->a9.h15<v>,-0.029718041,0.029718041,Node(a8.h10),Node(a9.h15)
m8->a9.h1<q>,-0.024679445,0.024679445,Node(m8),Node(a9.h1)
m8->a9.h7<v>,-0.023365473,0.023365473,Node(m8),Node(a9.h7)
m8->a9.h8<v>,0.021642312,0.021642312,Node(m8),Node(a9.h8)
m8->a9.h15<v>,0.044360004,0.044360004,Node(m8),Node(a9.h15)
m2->m9,0.03050758,0.03050758,Node(m2),Node(m9)
m4->m9,0.031178512,0.031178512,Node(m4),Node(m9)
m5->m9,-0.033073768,0.033073768,Node(m5),Node(m9)
a6.h0->m9,-0.032664385,0.032664385,Node(a6.h0),Node(m9)
a6.h3->m9,-0.023011472,0.023011472,Node(a6.h3),Node(m9)
a6.h10->m9,-0.02877348,0.02877348,Node(a6.h10),Node(m9)
m6->m9,0.021928882,0.021928882,Node(m6),Node(m9)
a7.h2->m9,-0.03290152,0.03290152,Node(a7.h2),Node(m9)
a7.h8->m9,-0.023746198,0.023746198,Node(a7.h8),Node(m9)
m7->m9,-0.22916423,0.22916423,Node(m7),Node(m9)
a8.h3->m9,0.031934753,0.031934753,Node(a8.h3),Node(m9)
a8.h4->m9,0.028092861,0.028092861,Node(a8.h4),Node(m9)
a8.h7->m9,-0.026360635,0.026360635,Node(a8.h7),Node(m9)
a8.h8->m9,-0.033118766,0.033118766,Node(a8.h8),Node(m9)
a8.h10->m9,-0.024979707,0.024979707,Node(a8.h10),Node(m9)
m8->m9,0.17747478,0.17747478,Node(m8),Node(m9)
