,score,abs_score,source,target
input->m0,-0.1074306,0.1074306,Node(input),Node(m0)
a0.h1->m0,0.03261514,0.03261514,Node(a0.h1),Node(m0)
a0.h5->m0,0.009124806,0.009124806,Node(a0.h5),Node(m0)
a0.h7->m0,0.01650767,0.01650767,Node(a0.h7),Node(m0)
a0.h10->m0,-0.013239896,0.013239896,Node(a0.h10),Node(m0)
a0.h11->m0,0.010287268,0.010287268,Node(a0.h11),Node(m0)
a0.h15->m0,0.009195628,0.009195628,Node(a0.h15),Node(m0)
input->a1.h2<v>,-0.016351676,0.016351676,Node(input),Node(a1.h2)
input->a1.h3<k>,0.008910311,0.008910311,Node(input),Node(a1.h3)
input->a1.h5<v>,-0.010008041,0.010008041,Node(input),Node(a1.h5)
input->a1.h7<v>,0.008805028,0.008805028,Node(input),Node(a1.h7)
m0->a1.h3<v>,-0.016400404,0.016400404,Node(m0),Node(a1.h3)
m0->a1.h12<q>,-0.010993028,0.010993028,Node(m0),Node(a1.h12)
m0->a1.h12<v>,-0.0094506405,0.0094506405,Node(m0),Node(a1.h12)
input->m1,0.028784951,0.028784951,Node(input),Node(m1)
a1.h3->m1,-0.013140932,0.013140932,Node(a1.h3),Node(m1)
a1.h4->m1,0.013399135,0.013399135,Node(a1.h4),Node(m1)
a1.h11->m1,-0.011236591,0.011236591,Node(a1.h11),Node(m1)
a1.h12->m1,-0.028580304,0.028580304,Node(a1.h12),Node(m1)
input->a2.h10<q>,0.008980349,0.008980349,Node(input),Node(a2.h10)
m0->a2.h10<q>,0.021221783,0.021221783,Node(m0),Node(a2.h10)
m1->a2.h5<v>,-0.010245578,0.010245578,Node(m1),Node(a2.h5)
m1->a2.h10<q>,0.015672108,0.015672108,Node(m1),Node(a2.h10)
a1.h2->m2,0.009430456,0.009430456,Node(a1.h2),Node(m2)
a1.h14->m2,-0.010104187,0.010104187,Node(a1.h14),Node(m2)
m1->m2,0.05153534,0.05153534,Node(m1),Node(m2)
a2.h5->m2,-0.011107358,0.011107358,Node(a2.h5),Node(m2)
a2.h7->m2,-0.011968183,0.011968183,Node(a2.h7),Node(m2)
a2.h8->m2,-0.011068871,0.011068871,Node(a2.h8),Node(m2)
a2.h15->m2,0.012750594,0.012750594,Node(a2.h15),Node(m2)
m0->a3.h1<q>,0.00899509,0.00899509,Node(m0),Node(a3.h1)
m2->a3.h5<q>,0.011540396,0.011540396,Node(m2),Node(a3.h5)
m1->m3,0.013961656,0.013961656,Node(m1),Node(m3)
a2.h14->m3,-0.009439971,0.009439971,Node(a2.h14),Node(m3)
m2->m3,0.03244574,0.03244574,Node(m2),Node(m3)
a3.h0->m3,-0.015003073,0.015003073,Node(a3.h0),Node(m3)
a3.h11->m3,-0.010309192,0.010309192,Node(a3.h11),Node(m3)
m2->a4.h9<q>,-0.009198889,0.009198889,Node(m2),Node(a4.h9)
a2.h14->m4,0.0108242985,0.0108242985,Node(a2.h14),Node(m4)
a3.h0->m4,-0.009197469,0.009197469,Node(a3.h0),Node(m4)
m3->m4,0.011099927,0.011099927,Node(m3),Node(m4)
a4.h12->m4,-0.009820281,0.009820281,Node(a4.h12),Node(m4)
input->m5,-0.011631144,0.011631144,Node(input),Node(m5)
m0->m5,-0.03685046,0.03685046,Node(m0),Node(m5)
m1->m5,-0.013293452,0.013293452,Node(m1),Node(m5)
a2.h14->m5,0.022024399,0.022024399,Node(a2.h14),Node(m5)
m2->m5,-0.01443656,0.01443656,Node(m2),Node(m5)
a3.h0->m5,0.013019996,0.013019996,Node(a3.h0),Node(m5)
m3->m5,-0.023814267,0.023814267,Node(m3),Node(m5)
a4.h9->m5,0.012876578,0.012876578,Node(a4.h9),Node(m5)
a4.h15->m5,0.009603796,0.009603796,Node(a4.h15),Node(m5)
m4->m5,0.024665806,0.024665806,Node(m4),Node(m5)
a5.h12->m5,0.008853814,0.008853814,Node(a5.h12),Node(m5)
m2->a6.h4<v>,0.009578532,0.009578532,Node(m2),Node(a6.h4)
m4->a6.h0<v>,-0.009055683,0.009055683,Node(m4),Node(a6.h0)
m5->a6.h0<v>,-0.0132427495,0.0132427495,Node(m5),Node(a6.h0)
m5->a6.h10<q>,0.01012587,0.01012587,Node(m5),Node(a6.h10)
m5->a6.h15<v>,0.009352645,0.009352645,Node(m5),Node(a6.h15)
m0->m6,0.011548917,0.011548917,Node(m0),Node(m6)
m1->m6,0.010553062,0.010553062,Node(m1),Node(m6)
a2.h14->m6,-0.0119706355,0.0119706355,Node(a2.h14),Node(m6)
m2->m6,0.011200036,0.011200036,Node(m2),Node(m6)
a3.h13->m6,0.015647346,0.015647346,Node(a3.h13),Node(m6)
a3.h14->m6,0.011047391,0.011047391,Node(a3.h14),Node(m6)
m3->m6,-0.021141207,0.021141207,Node(m3),Node(m6)
a4.h9->m6,-0.013834832,0.013834832,Node(a4.h9),Node(m6)
m4->m6,-0.038331747,0.038331747,Node(m4),Node(m6)
