,score,abs_score,source,target
input->m0,0.02668645,0.02668645,Node(input),Node(m0)
a0.h1->m0,0.17698734,0.17698734,Node(a0.h1),Node(m0)
a0.h6->m0,0.026688917,0.026688917,Node(a0.h6),Node(m0)
a0.h7->m0,0.1639193,0.1639193,Node(a0.h7),Node(m0)
a0.h15->m0,-0.040368408,0.040368408,Node(a0.h15),Node(m0)
input->a1.h1<v>,0.02457909,0.02457909,Node(input),Node(a1.h1)
input->a1.h3<v>,-0.025044149,0.025044149,Node(input),Node(a1.h3)
input->m1,-0.1270701,0.1270701,Node(input),Node(m1)
a0.h1->m1,0.043823607,0.043823607,Node(a0.h1),Node(m1)
a0.h10->m1,0.026964268,0.026964268,Node(a0.h10),Node(m1)
m0->m1,-0.056783658,0.056783658,Node(m0),Node(m1)
a1.h5->m1,0.04394021,0.04394021,Node(a1.h5),Node(m1)
a1.h7->m1,0.035362158,0.035362158,Node(a1.h7),Node(m1)
a1.h10->m1,-0.05940988,0.05940988,Node(a1.h10),Node(m1)
a1.h11->m1,-0.039298758,0.039298758,Node(a1.h11),Node(m1)
a1.h12->m1,-0.050446924,0.050446924,Node(a1.h12),Node(m1)
m0->a2.h10<q>,0.03226608,0.03226608,Node(m0),Node(a2.h10)
m1->a2.h5<v>,-0.039794967,0.039794967,Node(m1),Node(a2.h5)
m1->a2.h10<q>,0.036224045,0.036224045,Node(m1),Node(a2.h10)
input->m2,-0.047367916,0.047367916,Node(input),Node(m2)
m0->m2,-0.036910072,0.036910072,Node(m0),Node(m2)
a1.h3->m2,-0.03339488,0.03339488,Node(a1.h3),Node(m2)
m1->m2,0.20725541,0.20725541,Node(m1),Node(m2)
a0.h1->a3.h4<q>,0.023913627,0.023913627,Node(a0.h1),Node(a3.h4)
m0->a3.h4<q>,-0.03632968,0.03632968,Node(m0),Node(a3.h4)
m1->a3.h4<q>,-0.063196406,0.063196406,Node(m1),Node(a3.h4)
m2->a3.h4<q>,-0.037018247,0.037018247,Node(m2),Node(a3.h4)
m2->a3.h5<q>,0.05288289,0.05288289,Node(m2),Node(a3.h5)
m2->a3.h5<k>,0.030719683,0.030719683,Node(m2),Node(a3.h5)
m2->a3.h5<v>,0.03867279,0.03867279,Node(m2),Node(a3.h5)
a1.h12->m3,-0.024824321,0.024824321,Node(a1.h12),Node(m3)
m1->m3,-0.024054056,0.024054056,Node(m1),Node(m3)
m2->m3,0.034018278,0.034018278,Node(m2),Node(m3)
m0->m4,-0.049152546,0.049152546,Node(m0),Node(m4)
m1->m4,-0.052625146,0.052625146,Node(m1),Node(m4)
m2->m4,0.038109295,0.038109295,Node(m2),Node(m4)
a4.h10->m4,0.024256777,0.024256777,Node(a4.h10),Node(m4)
m0->a5.h10<k>,0.024913898,0.024913898,Node(m0),Node(a5.h10)
a0.h1->m5,0.024840882,0.024840882,Node(a0.h1),Node(m5)
