edge,score
m23->logits,0.4879155643040466
a22.h13->m22,0.16532043
m8->m9,0.1543496520556945
m13->m14,0.130583692164978
a23.h3->m23,0.1298251859794616
a20.h10->m20,0.10913607
a0.h1->m0,0.10773987310083
m10->m12,0.1074268094396972
a20.h14->m23,0.1000718760407714
m7->m9,0.088312770809021
a20.h10->m21,0.08638756
m3->m8,0.0813701499635009
a22.h1->logits,0.07941876
m2->m4,0.0771012837504882
a6.h0->m6,0.0759790449956054
m6->m8,0.0698146877403564
a11.h15->a13.h4<v>,0.067924692055664
a18.h10->m22,0.067597546
a12.h5->a13.h4<v>,0.06497312
a10.h8->a13.h12<v>,0.062110858375
m8->a9.h1<q>,0.06210343546875
m19->m23,0.0612930420971679
m2->m5,0.0594765244558105
a17.h7->m21,0.059258398
a13.h4->a14.h5<q>,0.059253431875
a0.h7->m0,0.0587665171630859
m8->a14.h13<k>,0.058156237
m8->a9.h15<q>,0.0579630275
m3->m4,0.0577766779750976
a12.h14->m12,0.0574230683310546
m13->a14.h13<q>,0.0571285445062255
m11->m12,0.0566741788027343
a2.h11->m2,0.05575394
a10.h4->m10,0.055730983
a15.h8->a18.h4<q>,0.05548558575
m11->a13.h6<v>,0.055371694
m10->a14.h11<q>,0.0549853
m6->m15,0.054448307
m5->a8.h7<q>,0.05379228575
a2.h10->m2,0.05358818
a22.h10->m22,0.053308226
a13.h4->a14.h13<k>,0.0529723845
a13.h2->a14.h11<v>,0.0528619275
a8.h10->m8,0.0527115620534668
a12.h3->a13.h6<q>,0.0522009086757812
a22.h13->a23.h15<k>,0.05200742
m13->m15,0.0518678479375
a14.h15->a15.h9<q>,0.0511077789999999
m7->a8.h0<q>,0.05058389
m13->m16,0.0505241979199218
m12->m15,0.0503602401171874
a8.h8->a9.h5<q>,0.050154639125
a23.h5->logits,0.049766727515625
a13.h6->a15.h8<q>,0.0493986027290039
a9.h15->m12,0.0489890536328125
m5->a8.h1<q>,0.0489154329999999
a11.h5->m11,0.04864537525
m11->m17,0.04838772475
a1.h3->m1,0.0482715654882812
a9.h14->m10,0.04825177
m14->m17,0.0481122889797363
m8->a10.h9<q>,0.048031756625
a13.h6->a14.h11<q>,0.0479975703320312
m6->a14.h13<k>,0.04790878875
a8.h10->a9.h7<v>,0.047889024
m16->a18.h0<q>,0.047737595
a8.h8->m10,0.04721100953125
a2.h6->m4,0.04715147
m7->m11,0.0471433566787109
a8.h10->a9.h15<q>,0.04690607
m1->a2.h2<v>,0.046840742
a11.h4->m13,0.0466182453281249
m5->a8.h10<v>,0.046559147625
a14.h11->a20.h14<q>,0.046465943921875
a12.h3->a13.h1<v>,0.04643337
a11.h7->a12.h7<v>,0.046361875
a8.h3->m8,0.0462429590410156
a12.h14->a13.h4<v>,0.0461935245
m1->m10,0.0460215994311523
m15->logits,0.046017698703125
a20.h1->m22,0.045588503171875
a2.h5->m2,0.0454641905234374
a23.h15->logits,0.0453842362988281
a17.h7->m20,0.04536017
m8->a10.h7<q>,0.045279205
a13.h9->m13,0.045195400375
a2.h11->m3,0.04483984
m9->a10.h6<v>,0.044320209
a10.h8->m10,0.0441995380815429
a4.h2->m9,0.0441156925
a9.h15->a10.h8<v>,0.04409353
a13.h4->a18.h4<q>,0.044078782
a6.h2->m7,0.043992630125
a6.h1->m8,0.0439801536484375
m12->m13,0.0439391435809021
m9->a13.h12<v>,0.043843694
a7.h2->m9,0.0437990806733398
a1.h5->m1,0.0436811316915283
m5->m9,0.0436752825229492
m1->m7,0.043609105578125
m5->a6.h4<v>,0.0435669837890625
a6.h2->m9,0.0434404125
a19.h13->m22,0.0434177685
a11.h5->a14.h13<q>,0.0434144585
a9.h5->a10.h8<q>,0.043410927
m5->m16,0.04337071325
a0.h15->m0,0.0432755529003906
m10->a13.h12<q>,0.04321957
a6.h14->m6,0.04306675625
m2->a14.h13<k>,0.04304343
a10.h8->a14.h13<q>,0.04256934759375
a11.h7->m11,0.0424489898867187
a8.h8->a9.h1<k>,0.04239822425
m1->a3.h6<q>,0.042358678
m3->a7.h6<v>,0.042305452625
a8.h8->a9.h1<q>,0.042189866
a12.h10->m13,0.042185515
m0->m13,0.042146012
m6->a11.h11<k>,0.0421254615
m6->a7.h1<q>,0.04209654
m9->a14.h13<q>,0.04205820115625
a9.h4->m9,0.0420569379589843
a14.h15->m17,0.0420261785
a12.h3->a13.h6<k>,0.041983746
a5.h9->m5,0.0416733890624999
m14->a18.h0<k>,0.0416683324375
a13.h4->a14.h15<k>,0.041666202
a19.h12->m22,0.041654132
a3.h0->m8,0.0414739704375
m14->m15,0.0414084810820312
a6.h3->m7,0.0413615955
a8.h8->a13.h12<v>,0.041053165
m1->m2,0.0408006349951171
input->a1.h7<v>,0.04036442075
a8.h14->m8,0.040250555
a9.h5->a13.h4<v>,0.0401249
a8.h0->m8,0.0401176326613769
m0->a1.h7<q>,0.03997998
a9.h15->m13,0.039850434
m5->m13,0.0395892438886718
a7.h0->m7,0.039579313
a23.h11->logits,0.0395295470546875
a12.h3->a14.h13<k>,0.03948368
m12->a13.h12<v>,0.0394539165
a2.h14->m5,0.0392839393320312
m5->m11,0.0390065596796875
a6.h15->m7,0.0388315294375
m6->a8.h4<v>,0.0388302
m21->logits,0.0387523526708984
a7.h4->m8,0.038729
a17.h5->a18.h13<q>,0.03839998
a7.h2->a9.h7<v>,0.03838177075
a9.h11->m9,0.038069977277832
a21.h12->logits,0.0380693286981201
a0.h1->a1.h2<q>,0.03806127
a7.h15->m7,0.038013026
a22.h13->a23.h15<q>,0.037992846
a14.h11->a18.h4<q>,0.03799249
a9.h7->a10.h8<v>,0.0378738090566406
a3.h13->m6,0.037788927671875
m14->m16,0.0376974696523437
a17.h15->m23,0.0376755774082031
m6->m10,0.037659377296875
a12.h3->a14.h15<v>,0.037623234
a10.h6->m11,0.0376064741791992
a7.h6->m10,0.037555981
a9.h0->m12,0.0375201089999999
a13.h4->a14.h6<q>,0.03745045346875
m3->m14,0.037396155
m10->a11.h0<q>,0.037389613
a13.h4->a15.h9<q>,0.0373056776738281
m16->m22,0.0372257609999999
a13.h4->a15.h0<v>,0.0372133105605468
a11.h4->a13.h12<v>,0.037164588
a14.h11->a18.h8<q>,0.036953306296875
m9->a10.h3<v>,0.03688001
a3.h5->m5,0.0368000195
a5.h5->m7,0.0367952815
a11.h11->m12,0.0367316993730468
