edge,score
m23->logits,0.4408319173840713
a22.h1->a23.h14<q>,0.14863741
a20.h6->m23,0.12108018
m7->m8,0.111446581004364
m2->a14.h13<k>,0.10199618
a19.h13->logits,0.100430936
m5->m8,0.0908669630820312
m13->m14,0.0777597644738159
m8->m9,0.0749885833523864
a6.h0->m6,0.0734609148730468
a21.h12->logits,0.0734308809674682
a0.h1->m0,0.0731278141588134
m14->m15,0.0723896525429687
a23.h14->logits,0.0696303
a22.h13->logits,0.069520056
m16->a18.h0<q>,0.06854408
m2->m3,0.0651585141809082
a8.h10->m8,0.0614175695449218
m9->m10,0.0612843029744567
m11->a12.h14<q>,0.0612271229999999
m7->m9,0.0608035486766662
m6->a14.h13<q>,0.060763728
a2.h14->m2,0.0602896023183593
m12->a15.h9<q>,0.060272895
a10.h8->a13.h12<v>,0.0592028125
m3->m14,0.058158234
m14->m17,0.0569614858095703
a23.h9->m23,0.05655272
input->m1,0.0554117123071289
m5->a6.h4<k>,0.055087022
a10.h8->m10,0.0548289174533081
m11->a12.h0<v>,0.0546282335
a12.h3->a14.h13<q>,0.0537228133505859
a12.h3->m12,0.0534361975263061
a13.h6->a15.h8<q>,0.0529197366427002
a20.h10->m20,0.052902706
a8.h8->a9.h5<q>,0.052872149961914
a23.h3->m23,0.0528503656741333
m3->m4,0.0526290401912231
m2->a4.h13<q>,0.05178319
a12.h3->a13.h1<q>,0.05171761
a17.h0->m18,0.05091489
a9.h0->m12,0.05056494
a11.h4->a13.h12<v>,0.0505147035
m2->a5.h9<q>,0.050111365
a3.h1->m8,0.05008644175
a0.h1->m3,0.04986254
a6.h15->m8,0.049568947
m9->a14.h13<k>,0.04938008496875
m11->m12,0.049364820218872
m6->a13.h1<q>,0.049363088
m12->a13.h12<v>,0.04928512
a10.h8->a12.h9<v>,0.04923123
m8->a12.h9<v>,0.04919243
a7.h6->m8,0.048613634090332
m12->a15.h8<k>,0.048299186
a11.h4->a12.h14<q>,0.0482423639999999
m0->a2.h3<k>,0.04813522
a9.h5->a11.h3<q>,0.048119675
m1->a3.h14<v>,0.04797256075
m3->a5.h3<v>,0.04778571
m2->m6,0.0475598386466064
a12.h3->a14.h13<k>,0.047223732
a17.h4->m23,0.04696572
m5->a7.h2<q>,0.04657919
a11.h3->m11,0.04633139
a8.h4->m9,0.046246510625
a9.h11->m9,0.046092507453125
a12.h3->a17.h15<q>,0.04599359
a6.h0->m11,0.0459585069999999
a8.h6->m8,0.0454988589375
a8.h1->m8,0.0453625351269531
a6.h14->m6,0.04498544140625
m12->a13.h15<v>,0.044966426
a13.h2->a14.h1<v>,0.0448256469999999
a7.h2->m8,0.0445489993989257
a14.h15->a15.h8<q>,0.0443659097421875
a9.h7->m10,0.044259639421875
a9.h15->m12,0.0441081410703124
a14.h15->a16.h6<q>,0.0440053289375
m3->m6,0.0438983160236816
a7.h14->m7,0.04369403325
a3.h0->a6.h12<k>,0.043680917
a17.h15->m23,0.0436309366425781
a12.h3->a18.h8<q>,0.043506697
m12->a13.h4<v>,0.043221728375
m10->a12.h10<k>,0.043212138
a4.h9->m5,0.0429983396875
m6->a11.h11<k>,0.0428385139999999
a10.h1->a13.h4<v>,0.0427586465
a4.h2->m7,0.042585424
a4.h13->m5,0.042526282375
m8->a13.h1<q>,0.042260513
a3.h0->m8,0.0421931121875
a13.h11->a15.h0<v>,0.0421093955
m15->m17,0.0417590441289062
a6.h1->m8,0.04165192340625
a12.h9->a14.h11<v>,0.041616946
a8.h14->m8,0.0415987522499999
a23.h11->logits,0.0415762838476562
a8.h8->a9.h15<q>,0.041392542
a7.h11->m7,0.0410675555
a23.h5->logits,0.0408935495625
a2.h5->m2,0.0407601568554687
m8->a9.h13<q>,0.0404530659999999
a7.h10->m8,0.0404087
m4->m11,0.040103044484375
a9.h6->a10.h5<k>,0.0395988513554687
a6.h4->m10,0.039146494
a14.h13->a18.h0<q>,0.0390819100624999
a9.h11->m13,0.038940556
a8.h12->m8,0.038849357890625
a15.h7->a18.h8<q>,0.0387842915
m7->a8.h8<q>,0.038780354
m12->m15,0.038728824953125
a4.h7->m5,0.03870949
m9->a10.h1<q>,0.038708076
m1->m6,0.0386463883574218
a10.h8->a11.h11<k>,0.038484489859375
a13.h6->a15.h11<v>,0.03831267521875
m2->m9,0.038170513375
m4->m6,0.0381610016451416
a8.h1->a9.h7<v>,0.038150877
a12.h4->a13.h1<q>,0.03808103
a23.h15->logits,0.03805313215625
a10.h5->m11,0.0380152555
a3.h14->m3,0.03795365228125
a12.h3->a13.h6<k>,0.037916105
m16->m17,0.0378986532578125
a8.h8->m9,0.0378137101875
a13.h4->a14.h5<q>,0.037660569
a1.h5->m5,0.037652962
m8->a9.h11<q>,0.03751483
a4.h2->m9,0.0374806853125
m7->a16.h6<q>,0.03747934
m9->a11.h4<q>,0.0374424925
a4.h8->m4,0.0374041076875
m10->a11.h5<q>,0.037392635
m9->a10.h4<q>,0.037383996
a17.h5->m17,0.037272938
a15.h10->a16.h6<q>,0.0372626525
m0->a1.h1<q>,0.037171587
m9->a16.h6<k>,0.03701981
a12.h3->a13.h2<q>,0.0368755149843749
a22.h11->m23,0.03682690775
a2.h5->m3,0.0367997610625
a0.h1->a6.h10<v>,0.03678444
m13->a14.h15<v>,0.036761307
a6.h5->m11,0.036731165
a5.h6->m5,0.0366461005
a14.h11->logits,0.036643855
m10->a15.h8<q>,0.036581926
m5->a8.h7<q>,0.0365393945
input->a1.h14<v>,0.036494351
a13.h4->a14.h6<q>,0.0363305282851562
a2.h10->a3.h14<v>,0.03625602
a7.h13->m8,0.03617746525
m5->a7.h8<k>,0.036172718
a13.h4->a17.h11<q>,0.03616806
a13.h4->a15.h0<v>,0.0360130583359375
a3.h1->m5,0.035935554421875
a18.h9->m23,0.035931921375
m2->a4.h13<k>,0.03581039
a1.h12->m4,0.03578332
a7.h6->m13,0.0356576834999999
a9.h3->m10,0.03554389
a8.h8->m10,0.0355077366386718
m12->m13,0.0355044449111328
a21.h1->m23,0.0354866305
a10.h4->m13,0.035366923
m1->a2.h3<q>,0.03530222
a13.h2->a16.h6<v>,0.035292853
m2->a3.h14<q>,0.0352341149999999
a12.h3->a13.h15<q>,0.035197474
a12.h9->a13.h4<v>,0.035174737125
a12.h3->a13.h11<q>,0.0351669272702636
a12.h0->m12,0.035125381
m1->a6.h13<k>,0.035059094
m9->a13.h1<k>,0.0350328825
a7.h0->m8,0.0350067045
a3.h9->m3,0.03492100290625
a2.h3->m2,0.034914526625
a15.h8->a20.h14<q>,0.0349095040078125
input->a1.h10<v>,0.034850568
m16->m20,0.034804303
a10.h15->m13,0.03476983
m8->a9.h1<q>,0.034630758375
a12.h3->a14.h10<q>,0.0346064185
a13.h2->a16.h6<k>,0.034586146
m9->a15.h9<q>,0.034575947
m8->a12.h4<v>,0.03453571
m4->a5.h4<q>,0.034413956
a9.h7->a11.h15<q>,0.034312554
a9.h10->m10,0.034288194
a20.h9->m23,0.034218365625
m11->a12.h11<q>,0.03417738
a11.h15->a12.h3<v>,0.0341371285
m11->a12.h14<v>,0.03413486740625
m2->m10,0.0341136156249999
a7.h1->m10,0.033989999
a13.h4->a14.h15<v>,0.033957654875
m9->a10.h15<k>,0.03390271
a14.h11->a15.h0<v>,0.033855486375
m5->a7.h8<v>,0.033722773
a8.h8->a10.h1<v>,0.033691369
a11.h7->m16,0.033661872
a2.h6->m2,0.0336299355
a12.h14->a13.h4<v>,0.033558857
a6.h2->m7,0.0334832473125
m9->a14.h13<q>,0.033466421515625
m5->a8.h10<v>,0.033436828375
a8.h8->a10.h4<q>,0.0333885235
a20.h4->m23,0.033369385
m13->a14.h4<q>,0.033342324
m9->a13.h1<v>,0.033289414
m7->a9.h7<v>,0.033226173765625
m10->a12.h11<v>,0.033224158
a12.h8->m13,0.033128535
a4.h7->m7,0.032987845
m14->a15.h0<k>,0.03297957
a12.h5->a13.h4<v>,0.0329781715
a13.h4->a14.h6<v>,0.0328455489062499
a13.h10->a14.h13<q>,0.032845467
m3->m11,0.03276934675
a23.h8->logits,0.0327596507939453
a13.h2->a16.h6<q>,0.032700902
m10->a11.h0<q>,0.0326372605
a17.h2->a18.h8<q>,0.0326265
m8->a9.h12<q>,0.0325630595
a7.h2->a9.h7<v>,0.0325168339999999
a11.h15->a12.h3<q>,0.03247198
a13.h4->a15.h0<q>,0.032470938
a8.h8->a11.h11<k>,0.03238955
m12->a13.h1<v>,0.03238839
m1->a3.h5<q>,0.032386176
a23.h4->m23,0.03236647
a8.h3->a9.h15<q>,0.032358885
m2->a6.h10<v>,0.03233527875
a13.h9->m13,0.0323201545
a14.h11->a18.h9<q>,0.032297781
m11->a13.h4<v>,0.0322835409179687
a9.h12->m11,0.03226383
m7->a8.h1<k>,0.03219419
a6.h13->a7.h8<q>,0.03218783
a6.h12->m12,0.032143287
m6->a8.h10<v>,0.03213723
a4.h13->m4,0.0321181428125
a11.h8->m11,0.0320500445
a11.h4->m13,0.0320403665078125
m6->a13.h6<k>,0.032024527
m11->a13.h6<k>,0.0320144299999999
m11->a15.h10<q>,0.03198711
m2->a3.h1<q>,0.031959629
m12->logits,0.03194129225
a9.h7->m14,0.03191627
m0->a2.h10<q>,0.031776332
a14.h2->a16.h6<q>,0.031709535
m8->a10.h1<v>,0.03162005
a8.h7->m13,0.031605958875
m5->a6.h12<v>,0.0315827930625
m12->a13.h2<q>,0.031534664
m0->m2,0.0315095136933593
a6.h12->m9,0.03146920103125
a12.h7->a13.h6<q>,0.03146269
m11->a14.h6<q>,0.0314114029375
m10->a14.h11<v>,0.031379346
a8.h8->a9.h5<k>,0.031348195875
m9->a12.h14<v>,0.03129857325
a9.h5->a13.h11<q>,0.0312748685
a9.h10->m11,0.031255048
a16.h1->m22,0.031094221
a1.h15->m3,0.031024244
a16.h0->m16,0.030964434
m9->a13.h12<q>,0.0309266780625
a14.h14->m14,0.0308900992294921
m2->m7,0.0308555412421875
m17->a20.h14<k>,0.030851718375
a12.h5->m13,0.03084091075
m0->m1,0.0308144139042968
a6.h3->m7,0.03080087
m3->m5,0.0307938035949707
a4.h11->a6.h4<k>,0.030763661
a12.h8->a13.h4<v>,0.0306630265
m2->a3.h1<v>,0.030606057
m3->a4.h13<q>,0.0305704774960937
m11->a13.h1<v>,0.030564567
m18->m22,0.030512694
a7.h15->m8,0.03048681125
m13->a14.h15<k>,0.0304700389999999
m13->a14.h6<k>,0.030441192
a1.h5->m1,0.0304219869443359
a13.h4->a17.h15<q>,0.0303804664999999
a2.h10->m2,0.030303194625
a12.h3->a15.h0<v>,0.0301959838828125
m6->a9.h5<k>,0.030086717
a11.h7->a12.h7<v>,0.030086199
a13.h4->a14.h6<k>,0.030086173
m6->a7.h4<v>,0.030077469
a12.h14->a15.h8<q>,0.0300561835
m6->a8.h12<k>,0.029963615
m5->a7.h6<v>,0.029960135265625
m8->a10.h9<q>,0.02987748975
a6.h15->m7,0.02986519725
m8->m16,0.0298224311953125
m6->a9.h7<v>,0.0298171294999999
m7->a11.h4<v>,0.029745162
a0.h10->a1.h3<v>,0.02974451
a12.h9->m12,0.029708289125
a13.h4->a15.h10<v>,0.0296978295
a3.h5->m4,0.029685803
a7.h11->m9,0.0296552749375
m12->a13.h12<q>,0.029638609
a12.h3->a13.h12<v>,0.029608901078125
m1->a3.h1<q>,0.0295850065
a13.h4->a14.h13<q>,0.0294933956870117
m10->a11.h0<v>,0.029450679375
m0->m6,0.0293931043125
a10.h8->a12.h8<v>,0.02934748
a13.h4->a15.h1<q>,0.0293286425
m0->a1.h9<q>,0.029257527
a7.h1->a9.h5<q>,0.0292108879999999
a8.h10->a9.h15<q>,0.029144546375
a1.h11->a2.h6<k>,0.029113479
a8.h8->a10.h15<k>,0.029110589625
a12.h3->a20.h14<q>,0.0290902262499999
a16.h1->m23,0.029088736
a17.h0->m23,0.029056992
