edge,score
m23->logits,0.3008381450125579
m7->m8,0.1847502676761627
a0.h1->m0,0.1682925114397735
a17.h5->a18.h0<q>,0.1266051302856445
m22->logits,0.1253436368741035
m5->m7,0.1182155825621948
a9.h7->m9,0.1091837058709716
m8->m9,0.1079040765098876
m11->m12,0.1069757878781738
m10->m11,0.1043599294597168
m7->m12,0.1015563497476806
a7.h2->m8,0.1008999901588134
a13.h4->a14.h13<q>,0.1002565681740875
m10->m13,0.0991814497474365
m14->m17,0.0827268217177734
m3->m5,0.0824641963892822
a6.h0->m6,0.0824001757877807
a14.h11->a15.h0<v>,0.0822232399489746
m2->m3,0.0788956545546875
m13->m14,0.0774813090800781
m1->m7,0.0755486958579101
a7.h6->m9,0.0738578308496093
a20.h1->m22,0.0734068619700927
a12.h3->a14.h13<q>,0.0731397295726013
a7.h8->m8,0.0714941668974609
m12->m14,0.0701597020734863
a15.h0->a16.h6<q>,0.06828937
m14->m16,0.0651734359580078
a14.h11->a18.h8<q>,0.0646756258257446
a13.h4->a14.h15<v>,0.0637966993359375
a0.h7->m0,0.063560426163208
a8.h12->m8,0.0631814432734375
a5.h3->m9,0.0628203756567688
a13.h12->m13,0.0625454392460022
a7.h6->m8,0.0612249334376907
m6->m12,0.0611055412626953
a18.h0->logits,0.0609982665856933
a10.h1->m10,0.0606007044667968
m5->m8,0.0603450814481201
a13.h2->a14.h11<v>,0.05798837171875
a13.h4->a14.h15<q>,0.0575406892666015
m8->m10,0.0568510590456542
m7->m10,0.0565639787382812
a8.h9->m8,0.0564914953476562
m10->a11.h11<q>,0.0564280281992187
m13->a14.h13<k>,0.0553400403773498
m4->a14.h13<k>,0.05514146
m14->m15,0.0544732959726562
m7->a14.h13<k>,0.0542317134482421
a8.h9->m9,0.05417884
m9->a14.h5<q>,0.05357499
a13.h12->a14.h11<v>,0.0527198661875
m11->a13.h12<q>,0.052703628
m11->a14.h13<q>,0.0526565287460937
a10.h0->m10,0.0526046627871093
a15.h8->a18.h4<q>,0.0523284314140625
a0.h1->m1,0.0517629232416992
input->a1.h10<v>,0.0513823979999999
a10.h8->a14.h13<q>,0.051299355
m2->a6.h10<v>,0.051167555
m8->a11.h2<v>,0.05109636
m6->m10,0.0503844817485351
a15.h10->a16.h6<q>,0.05023376
a8.h10->m8,0.0500670935844726
