,score,abs_score,source,target
input->m0,-0.13422436,0.13422436,Node(input),Node(m0)
a0.h1->m0,0.09799393,0.09799393,Node(a0.h1),Node(m0)
a0.h2->m0,0.018726476,0.018726476,Node(a0.h2),Node(m0)
a0.h5->m0,0.015712617,0.015712617,Node(a0.h5),Node(m0)
a0.h6->m0,0.014763096,0.014763096,Node(a0.h6),Node(m0)
a0.h7->m0,0.06826728,0.06826728,Node(a0.h7),Node(m0)
a0.h10->m0,-0.02244479,0.02244479,Node(a0.h10),Node(m0)
a0.h11->m0,-0.03621441,0.03621441,Node(a0.h11),Node(m0)
a0.h12->m0,-0.014748508,0.014748508,Node(a0.h12),Node(m0)
a0.h15->m0,0.034291748,0.034291748,Node(a0.h15),Node(m0)
input->a1.h2<v>,-0.01339048,0.01339048,Node(input),Node(a1.h2)
input->a1.h8<v>,0.014299489,0.014299489,Node(input),Node(a1.h8)
m0->a1.h1<q>,0.013363056,0.013363056,Node(m0),Node(a1.h1)
m0->a1.h3<v>,0.02274689,0.02274689,Node(m0),Node(a1.h3)
m0->a1.h6<q>,0.015901884,0.015901884,Node(m0),Node(a1.h6)
input->m1,-0.023414891,0.023414891,Node(input),Node(m1)
a0.h1->m1,0.015705926,0.015705926,Node(a0.h1),Node(m1)
m0->m1,-0.032383457,0.032383457,Node(m0),Node(m1)
a1.h1->m1,-0.016892046,0.016892046,Node(a1.h1),Node(m1)
a1.h2->m1,-0.024135556,0.024135556,Node(a1.h2),Node(m1)
a1.h4->m1,-0.03563216,0.03563216,Node(a1.h4),Node(m1)
a1.h5->m1,0.025401948,0.025401948,Node(a1.h5),Node(m1)
a1.h11->m1,-0.027991563,0.027991563,Node(a1.h11),Node(m1)
a1.h12->m1,-0.018795026,0.018795026,Node(a1.h12),Node(m1)
a1.h15->m1,0.014176743,0.014176743,Node(a1.h15),Node(m1)
m0->a2.h10<q>,0.01784189,0.01784189,Node(m0),Node(a2.h10)
m1->a2.h10<q>,0.019954024,0.019954024,Node(m1),Node(a2.h10)
input->m2,-0.02221043,0.02221043,Node(input),Node(m2)
m0->m2,-0.021401783,0.021401783,Node(m0),Node(m2)
a1.h4->m2,-0.016035236,0.016035236,Node(a1.h4),Node(m2)
a2.h2->m2,-0.013609102,0.013609102,Node(a2.h2),Node(m2)
a2.h6->m2,0.014990309,0.014990309,Node(a2.h6),Node(m2)
a2.h14->m2,0.016672313,0.016672313,Node(a2.h14),Node(m2)
a2.h15->m2,0.021327956,0.021327956,Node(a2.h15),Node(m2)
m1->a3.h5<q>,0.013295677,0.013295677,Node(m1),Node(a3.h5)
m2->a3.h5<q>,0.03017591,0.03017591,Node(m2),Node(a3.h5)
m2->a3.h13<v>,0.015965428,0.015965428,Node(m2),Node(a3.h13)
m0->m3,-0.03356365,0.03356365,Node(m0),Node(m3)
a1.h2->m3,-0.020332877,0.020332877,Node(a1.h2),Node(m3)
m1->m3,-0.02672666,0.02672666,Node(m1),Node(m3)
a2.h1->m3,0.022216683,0.022216683,Node(a2.h1),Node(m3)
m2->m3,-0.031122653,0.031122653,Node(m2),Node(m3)
a3.h6->m3,0.01393785,0.01393785,Node(a3.h6),Node(m3)
a3.h13->m3,0.032531157,0.032531157,Node(a3.h13),Node(m3)
m2->a4.h9<v>,-0.013409893,0.013409893,Node(m2),Node(a4.h9)
m2->a4.h15<v>,0.013552822,0.013552822,Node(m2),Node(a4.h15)
m3->a4.h9<q>,-0.014064752,0.014064752,Node(m3),Node(a4.h9)
a0.h1->m4,0.016243787,0.016243787,Node(a0.h1),Node(m4)
a1.h4->m4,-0.013445498,0.013445498,Node(a1.h4),Node(m4)
m1->m4,-0.02211031,0.02211031,Node(m1),Node(m4)
a2.h5->m4,-0.015616103,0.015616103,Node(a2.h5),Node(m4)
a2.h14->m4,-0.014347609,0.014347609,Node(a2.h14),Node(m4)
a3.h0->m4,-0.013496984,0.013496984,Node(a3.h0),Node(m4)
m3->m4,0.058659863,0.058659863,Node(m3),Node(m4)
a4.h9->m4,-0.03362463,0.03362463,Node(a4.h9),Node(m4)
a4.h15->m4,-0.015429332,0.015429332,Node(a4.h15),Node(m4)
m0->m5,-0.02345341,0.02345341,Node(m0),Node(m5)
m1->m5,-0.028606828,0.028606828,Node(m1),Node(m5)
a2.h14->m5,0.026648413,0.026648413,Node(a2.h14),Node(m5)
m2->m5,0.043838095,0.043838095,Node(m2),Node(m5)
m3->m5,-0.059633862,0.059633862,Node(m3),Node(m5)
a4.h2->m5,0.013278249,0.013278249,Node(a4.h2),Node(m5)
a4.h11->m5,0.015577866,0.015577866,Node(a4.h11),Node(m5)
m4->m5,-0.03484996,0.03484996,Node(m4),Node(m5)
a5.h3->m5,0.017592655,0.017592655,Node(a5.h3),Node(m5)
a5.h5->m5,-0.014794248,0.014794248,Node(a5.h5),Node(m5)
a5.h10->m5,-0.022782747,0.022782747,Node(a5.h10),Node(m5)
a5.h12->m5,0.013912453,0.013912453,Node(a5.h12),Node(m5)
m1->a6.h10<v>,0.017662302,0.017662302,Node(m1),Node(a6.h10)
m2->a6.h4<v>,-0.024053901,0.024053901,Node(m2),Node(a6.h4)
m2->a6.h10<v>,0.022097852,0.022097852,Node(m2),Node(a6.h10)
m2->a6.h12<k>,-0.018483665,0.018483665,Node(m2),Node(a6.h12)
a3.h0->a6.h12<k>,0.013575545,0.013575545,Node(a3.h0),Node(a6.h12)
m4->a6.h0<v>,-0.016720949,0.016720949,Node(m4),Node(a6.h0)
m5->a6.h4<v>,0.03537739,0.03537739,Node(m5),Node(a6.h4)
m5->a6.h10<v>,-0.019153837,0.019153837,Node(m5),Node(a6.h10)
a3.h0->m6,0.014598909,0.014598909,Node(a3.h0),Node(m6)
a3.h5->m6,0.017180597,0.017180597,Node(a3.h5),Node(m6)
m3->m6,0.047675066,0.047675066,Node(m3),Node(m6)
a4.h2->m6,-0.022397785,0.022397785,Node(a4.h2),Node(m6)
a4.h9->m6,-0.019427307,0.019427307,Node(a4.h9),Node(m6)
a4.h11->m6,-0.018229898,0.018229898,Node(a4.h11),Node(m6)
m4->m6,-0.030046506,0.030046506,Node(m4),Node(m6)
a5.h6->m6,-0.013492412,0.013492412,Node(a5.h6),Node(m6)
m5->m6,-0.035621777,0.035621777,Node(m5),Node(m6)
a6.h0->m6,0.066171825,0.066171825,Node(a6.h0),Node(m6)
a6.h2->m6,-0.014581794,0.014581794,Node(a6.h2),Node(m6)
a6.h5->m6,-0.01868734,0.01868734,Node(a6.h5),Node(m6)
a6.h7->m6,-0.014017636,0.014017636,Node(a6.h7),Node(m6)
a6.h10->m6,-0.028031465,0.028031465,Node(a6.h10),Node(m6)
a6.h12->m6,-0.015027737,0.015027737,Node(a6.h12),Node(m6)
a6.h13->m6,-0.021838827,0.021838827,Node(a6.h13),Node(m6)
m4->a7.h6<v>,0.013652798,0.013652798,Node(m4),Node(a7.h6)
m5->a7.h3<q>,-0.014951738,0.014951738,Node(m5),Node(a7.h3)
m5->a7.h8<q>,0.022937048,0.022937048,Node(m5),Node(a7.h8)
m5->a7.h8<k>,0.016408693,0.016408693,Node(m5),Node(a7.h8)
m6->a7.h6<v>,-0.016824057,0.016824057,Node(m6),Node(a7.h6)
m6->a7.h8<q>,-0.016423093,0.016423093,Node(m6),Node(a7.h8)
m0->m7,-0.014316629,0.014316629,Node(m0),Node(m7)
m1->m7,0.01756541,0.01756541,Node(m1),Node(m7)
m3->m7,0.042171787,0.042171787,Node(m3),Node(m7)
a5.h12->m7,-0.016823754,0.016823754,Node(a5.h12),Node(m7)
m5->m7,-0.058692165,0.058692165,Node(m5),Node(m7)
a6.h0->m7,-0.025539897,0.025539897,Node(a6.h0),Node(m7)
m6->m7,0.08093881,0.08093881,Node(m6),Node(m7)
a7.h2->m7,0.018748885,0.018748885,Node(a7.h2),Node(m7)
a7.h6->m7,-0.025412902,0.025412902,Node(a7.h6),Node(m7)
a7.h8->m7,0.015430957,0.015430957,Node(a7.h8),Node(m7)
a7.h13->m7,0.014650648,0.014650648,Node(a7.h13),Node(m7)
m4->a8.h10<v>,-0.014964798,0.014964798,Node(m4),Node(a8.h10)
m5->a8.h3<v>,-0.013125531,0.013125531,Node(m5),Node(a8.h3)
m7->a8.h3<v>,-0.02072727,0.02072727,Node(m7),Node(a8.h3)
m7->a8.h5<v>,0.013973199,0.013973199,Node(m7),Node(a8.h5)
m7->a8.h7<v>,0.013292668,0.013292668,Node(m7),Node(a8.h7)
m7->a8.h8<v>,-0.01745657,0.01745657,Node(m7),Node(a8.h8)
m1->m8,0.013327989,0.013327989,Node(m1),Node(m8)
m2->m8,-0.021723997,0.021723997,Node(m2),Node(m8)
a5.h3->m8,-0.019742014,0.019742014,Node(a5.h3),Node(m8)
a5.h5->m8,-0.013106078,0.013106078,Node(a5.h5),Node(m8)
m5->m8,-0.035072807,0.035072807,Node(m5),Node(m8)
a6.h0->m8,-0.021556726,0.021556726,Node(a6.h0),Node(m8)
a6.h12->m8,0.01326324,0.01326324,Node(a6.h12),Node(m8)
a6.h15->m8,0.014567247,0.014567247,Node(a6.h15),Node(m8)
m6->m8,0.05517438,0.05517438,Node(m6),Node(m8)
a7.h6->m8,0.041006953,0.041006953,Node(a7.h6),Node(m8)
a7.h8->m8,0.017850896,0.017850896,Node(a7.h8),Node(m8)
a7.h11->m8,-0.013947992,0.013947992,Node(a7.h11),Node(m8)
m7->m8,0.10738593,0.10738593,Node(m7),Node(m8)
a8.h1->m8,0.01804818,0.01804818,Node(a8.h1),Node(m8)
a8.h8->m8,-0.018455146,0.018455146,Node(a8.h8),Node(m8)
a8.h9->m8,-0.020402221,0.020402221,Node(a8.h9),Node(m8)
a8.h10->m8,0.036578864,0.036578864,Node(a8.h10),Node(m8)
a8.h13->m8,0.021856427,0.021856427,Node(a8.h13),Node(m8)
m7->a9.h3<k>,-0.014526601,0.014526601,Node(m7),Node(a9.h3)
a8.h8->a9.h7<v>,-0.02240612,0.02240612,Node(a8.h8),Node(a9.h7)
a8.h8->a9.h10<q>,-0.015672587,0.015672587,Node(a8.h8),Node(a9.h10)
m8->a9.h1<v>,0.014806597,0.014806597,Node(m8),Node(a9.h1)
m8->a9.h5<q>,-0.018522646,0.018522646,Node(m8),Node(a9.h5)
m8->a9.h8<v>,-0.013515189,0.013515189,Node(m8),Node(a9.h8)
m8->a9.h12<v>,0.013013564,0.013013564,Node(m8),Node(a9.h12)
m3->m9,-0.01441976,0.01441976,Node(m3),Node(m9)
m4->m9,-0.029038755,0.029038755,Node(m4),Node(m9)
m5->m9,0.024340078,0.024340078,Node(m5),Node(m9)
a6.h12->m9,0.015098555,0.015098555,Node(a6.h12),Node(m9)
m6->m9,-0.03514222,0.03514222,Node(m6),Node(m9)
a7.h6->m9,-0.023117244,0.023117244,Node(a7.h6),Node(m9)
a7.h11->m9,0.0146633815,0.0146633815,Node(a7.h11),Node(m9)
a8.h3->m9,-0.01635347,0.01635347,Node(a8.h3),Node(m9)
a8.h4->m9,0.01501067,0.01501067,Node(a8.h4),Node(m9)
a8.h6->m9,0.016011976,0.016011976,Node(a8.h6),Node(m9)
a8.h8->m9,0.015366672,0.015366672,Node(a8.h8),Node(m9)
a8.h9->m9,0.014605574,0.014605574,Node(a8.h9),Node(m9)
m8->m9,0.15272406,0.15272406,Node(m8),Node(m9)
a9.h2->m9,-0.014447818,0.014447818,Node(a9.h2),Node(m9)
a9.h6->m9,-0.023564344,0.023564344,Node(a9.h6),Node(m9)
a9.h7->m9,-0.013192387,0.013192387,Node(a9.h7),Node(m9)
a9.h10->m9,-0.017151294,0.017151294,Node(a9.h10),Node(m9)
a9.h11->m9,0.021612298,0.021612298,Node(a9.h11),Node(m9)
a8.h7->a10.h5<k>,0.013656094,0.013656094,Node(a8.h7),Node(a10.h5)
m8->a10.h10<v>,-0.01519236,0.01519236,Node(m8),Node(a10.h10)
m8->a10.h12<q>,-0.014536632,0.014536632,Node(m8),Node(a10.h12)
a9.h6->a10.h5<k>,0.025567947,0.025567947,Node(a9.h6),Node(a10.h5)
m9->a10.h0<v>,0.0142252315,0.0142252315,Node(m9),Node(a10.h0)
m9->a10.h8<v>,-0.028907686,0.028907686,Node(m9),Node(a10.h8)
m9->a10.h12<v>,0.017331045,0.017331045,Node(m9),Node(a10.h12)
m2->m10,-0.023910059,0.023910059,Node(m2),Node(m10)
m3->m10,-0.01676334,0.01676334,Node(m3),Node(m10)
m5->m10,-0.045152128,0.045152128,Node(m5),Node(m10)
a6.h0->m10,-0.022822693,0.022822693,Node(a6.h0),Node(m10)
a6.h10->m10,0.013484286,0.013484286,Node(a6.h10),Node(m10)
