,score,abs_score,source,target
a0.h1->m0,-0.059268817,0.059268817,Node(a0.h1),Node(m0)
a0.h2->m0,0.029972695,0.029972695,Node(a0.h2),Node(m0)
a0.h4->m0,0.025644531,0.025644531,Node(a0.h4),Node(m0)
a0.h7->m0,-0.05837602,0.05837602,Node(a0.h7),Node(m0)
a0.h10->m0,-0.045366477,0.045366477,Node(a0.h10),Node(m0)
a0.h12->m0,0.0231067,0.0231067,Node(a0.h12),Node(m0)
a0.h13->m0,-0.027415177,0.027415177,Node(a0.h13),Node(m0)
a0.h15->m0,0.052612297,0.052612297,Node(a0.h15),Node(m0)
input->a1.h5<v>,0.027254604,0.027254604,Node(input),Node(a1.h5)
input->a1.h11<v>,0.035139613,0.035139613,Node(input),Node(a1.h11)
a0.h15->a1.h5<q>,0.022614434,0.022614434,Node(a0.h15),Node(a1.h5)
m0->a1.h2<q>,-0.022588626,0.022588626,Node(m0),Node(a1.h2)
input->m1,0.121456705,0.121456705,Node(input),Node(m1)
a0.h10->m1,-0.021645382,0.021645382,Node(a0.h10),Node(m1)
m0->m1,0.050872974,0.050872974,Node(m0),Node(m1)
a1.h1->m1,-0.04897198,0.04897198,Node(a1.h1),Node(m1)
a1.h2->m1,-0.03332705,0.03332705,Node(a1.h2),Node(m1)
a1.h5->m1,0.059845895,0.059845895,Node(a1.h5),Node(m1)
a1.h6->m1,-0.024795614,0.024795614,Node(a1.h6),Node(m1)
a1.h9->m1,-0.029175624,0.029175624,Node(a1.h9),Node(m1)
a1.h10->m1,-0.027711019,0.027711019,Node(a1.h10),Node(m1)
a1.h11->m1,0.026097713,0.026097713,Node(a1.h11),Node(m1)
a1.h12->m1,-0.056087222,0.056087222,Node(a1.h12),Node(m1)
m0->a2.h5<v>,-0.027321666,0.027321666,Node(m0),Node(a2.h5)
a1.h3->a2.h5<v>,0.028462864,0.028462864,Node(a1.h3),Node(a2.h5)
m0->m2,0.04642124,0.04642124,Node(m0),Node(m2)
a1.h2->m2,-0.023877075,0.023877075,Node(a1.h2),Node(m2)
a1.h3->m2,-0.021898514,0.021898514,Node(a1.h3),Node(m2)
a1.h5->m2,-0.026121136,0.026121136,Node(a1.h5),Node(m2)
m1->m2,0.040436786,0.040436786,Node(m1),Node(m2)
a2.h8->m2,-0.028737774,0.028737774,Node(a2.h8),Node(m2)
a2.h14->m2,0.029357553,0.029357553,Node(a2.h14),Node(m2)
a2.h15->m2,-0.037254192,0.037254192,Node(a2.h15),Node(m2)
input->a3.h13<v>,-0.02296682,0.02296682,Node(input),Node(a3.h13)
a1.h4->a3.h13<v>,0.02350847,0.02350847,Node(a1.h4),Node(a3.h13)
m1->a3.h13<v>,-0.023114935,0.023114935,Node(m1),Node(a3.h13)
m2->a3.h0<q>,-0.04135743,0.04135743,Node(m2),Node(a3.h0)
m2->a3.h5<q>,-0.02639883,0.02639883,Node(m2),Node(a3.h5)
m2->a3.h5<k>,-0.021879613,0.021879613,Node(m2),Node(a3.h5)
m2->a3.h13<v>,0.024643581,0.024643581,Node(m2),Node(a3.h13)
m2->a3.h14<q>,0.02685546,0.02685546,Node(m2),Node(a3.h14)
m2->a3.h14<v>,0.021749308,0.021749308,Node(m2),Node(a3.h14)
m0->m3,-0.04464358,0.04464358,Node(m0),Node(m3)
a1.h5->m3,0.028286096,0.028286096,Node(a1.h5),Node(m3)
m1->m3,-0.04986505,0.04986505,Node(m1),Node(m3)
