,score,abs_score,source,target
input->m0,-0.22145036,0.22145036,Node(input),Node(m0)
a0.h1->m0,-0.0949052,0.0949052,Node(a0.h1),Node(m0)
a0.h5->m0,0.030192433,0.030192433,Node(a0.h5),Node(m0)
a0.h7->m0,-0.02787946,0.02787946,Node(a0.h7),Node(m0)
a0.h11->m0,0.0697463,0.0697463,Node(a0.h11),Node(m0)
a0.h12->m0,0.042380583,0.042380583,Node(a0.h12),Node(m0)
a0.h15->m0,0.024039663,0.024039663,Node(a0.h15),Node(m0)
input->m1,-0.03184813,0.03184813,Node(input),Node(m1)
a0.h15->m1,0.028357014,0.028357014,Node(a0.h15),Node(m1)
m0->m1,0.053553775,0.053553775,Node(m0),Node(m1)
a1.h3->m1,0.027432289,0.027432289,Node(a1.h3),Node(m1)
a1.h4->m1,-0.04719369,0.04719369,Node(a1.h4),Node(m1)
a1.h12->m1,-0.027387066,0.027387066,Node(a1.h12),Node(m1)
input->m2,-0.029665604,0.029665604,Node(input),Node(m2)
m0->m2,-0.09716802,0.09716802,Node(m0),Node(m2)
a1.h2->m2,0.039121225,0.039121225,Node(a1.h2),Node(m2)
m1->m2,-0.0349197,0.0349197,Node(m1),Node(m2)
a2.h14->m2,0.028262641,0.028262641,Node(a2.h14),Node(m2)
m2->m3,0.036229663,0.036229663,Node(m2),Node(m3)
a3.h9->m3,-0.02237746,0.02237746,Node(a3.h9),Node(m3)
a3.h13->m3,0.037543092,0.037543092,Node(a3.h13),Node(m3)
m1->m4,-0.02872317,0.02872317,Node(m1),Node(m4)
a2.h8->m4,-0.024900917,0.024900917,Node(a2.h8),Node(m4)
m2->m4,0.027594429,0.027594429,Node(m2),Node(m4)
a3.h13->m4,-0.029481202,0.029481202,Node(a3.h13),Node(m4)
m3->m4,0.05046632,0.05046632,Node(m3),Node(m4)
a4.h15->m4,-0.03076773,0.03076773,Node(a4.h15),Node(m4)
m0->m5,-0.034030568,0.034030568,Node(m0),Node(m5)
a2.h14->m5,0.03491316,0.03491316,Node(a2.h14),Node(m5)
m2->m5,0.025654681,0.025654681,Node(m2),Node(m5)
m3->m5,-0.07224166,0.07224166,Node(m3),Node(m5)
a4.h2->m5,0.024506375,0.024506375,Node(a4.h2),Node(m5)
m4->m5,0.045843773,0.045843773,Node(m4),Node(m5)
a5.h9->m5,0.023018776,0.023018776,Node(a5.h9),Node(m5)
a5.h11->m5,0.022466261,0.022466261,Node(a5.h11),Node(m5)
m1->a6.h4<v>,0.022032984,0.022032984,Node(m1),Node(a6.h4)
m2->a6.h4<v>,0.025423113,0.025423113,Node(m2),Node(a6.h4)
m5->a6.h4<v>,-0.02247127,0.02247127,Node(m5),Node(a6.h4)
m0->m6,0.024542373,0.024542373,Node(m0),Node(m6)
m1->m6,0.065015346,0.065015346,Node(m1),Node(m6)
a3.h13->m6,0.021947697,0.021947697,Node(a3.h13),Node(m6)
m3->m6,-0.030940503,0.030940503,Node(m3),Node(m6)
m4->m6,-0.0757786,0.0757786,Node(m4),Node(m6)
a5.h9->m6,-0.02216278,0.02216278,Node(a5.h9),Node(m6)
a5.h14->m6,0.026655704,0.026655704,Node(a5.h14),Node(m6)
m5->m6,-0.04205006,0.04205006,Node(m5),Node(m6)
a6.h4->m6,-0.037537612,0.037537612,Node(a6.h4),Node(m6)
a6.h6->m6,0.033934105,0.033934105,Node(a6.h6),Node(m6)
a6.h10->m6,0.03184913,0.03184913,Node(a6.h10),Node(m6)
m0->m7,0.026632478,0.026632478,Node(m0),Node(m7)
m1->m7,-0.037402198,0.037402198,Node(m1),Node(m7)
m2->m7,0.033067584,0.033067584,Node(m2),Node(m7)
m3->m7,0.027236393,0.027236393,Node(m3),Node(m7)
m4->m7,0.03472468,0.03472468,Node(m4),Node(m7)
m5->m7,-0.05569043,0.05569043,Node(m5),Node(m7)
a6.h0->m7,-0.09544836,0.09544836,Node(a6.h0),Node(m7)
a6.h4->m7,0.030864036,0.030864036,Node(a6.h4),Node(m7)
a6.h10->m7,0.05834958,0.05834958,Node(a6.h10),Node(m7)
m6->m7,-0.07297435,0.07297435,Node(m6),Node(m7)
a7.h1->m7,0.046812486,0.046812486,Node(a7.h1),Node(m7)
a7.h6->m7,-0.03946516,0.03946516,Node(a7.h6),Node(m7)
a7.h8->m7,-0.028174669,0.028174669,Node(a7.h8),Node(m7)
m7->a8.h4<v>,-0.021731948,0.021731948,Node(m7),Node(a8.h4)
m2->m8,-0.043799542,0.043799542,Node(m2),Node(m8)
m3->m8,0.087909035,0.087909035,Node(m3),Node(m8)
m4->m8,-0.040965997,0.040965997,Node(m4),Node(m8)
a5.h3->m8,0.022033466,0.022033466,Node(a5.h3),Node(m8)
m5->m8,-0.029201185,0.029201185,Node(m5),Node(m8)
a6.h0->m8,0.0342489,0.0342489,Node(a6.h0),Node(m8)
a6.h12->m8,0.03411901,0.03411901,Node(a6.h12),Node(m8)
m6->m8,0.03223708,0.03223708,Node(m6),Node(m8)
a7.h1->m8,-0.029718755,0.029718755,Node(a7.h1),Node(m8)
a7.h8->m8,0.031230204,0.031230204,Node(a7.h8),Node(m8)
m7->m8,-0.14839128,0.14839128,Node(m7),Node(m8)
a8.h4->m8,0.02326936,0.02326936,Node(a8.h4),Node(m8)
a8.h8->m8,-0.04134083,0.04134083,Node(a8.h8),Node(m8)
a8.h10->m8,0.061119437,0.061119437,Node(a8.h10),Node(m8)
m7->a9.h1<v>,0.029783707,0.029783707,Node(m7),Node(a9.h1)
a8.h8->a9.h5<q>,0.038699225,0.038699225,Node(a8.h8),Node(a9.h5)
m8->a9.h1<q>,0.022961855,0.022961855,Node(m8),Node(a9.h1)
m8->a9.h15<v>,0.030869773,0.030869773,Node(m8),Node(a9.h15)
m1->m9,-0.02429094,0.02429094,Node(m1),Node(m9)
m2->m9,-0.027102564,0.027102564,Node(m2),Node(m9)
m3->m9,-0.052903842,0.052903842,Node(m3),Node(m9)
