,score,abs_score,source,target
input->m0,0.06255206,0.06255206,Node(input),Node(m0)
a0.h1->m0,-0.07540429,0.07540429,Node(a0.h1),Node(m0)
a0.h2->m0,-0.0350845,0.0350845,Node(a0.h2),Node(m0)
a0.h4->m0,-0.023599587,0.023599587,Node(a0.h4),Node(m0)
a0.h5->m0,0.030626867,0.030626867,Node(a0.h5),Node(m0)
a0.h8->m0,-0.02666429,0.02666429,Node(a0.h8),Node(m0)
a0.h10->m0,-0.108809076,0.108809076,Node(a0.h10),Node(m0)
a0.h11->m0,0.020223752,0.020223752,Node(a0.h11),Node(m0)
a0.h14->m0,-0.050717443,0.050717443,Node(a0.h14),Node(m0)
m0->a1.h11<q>,-0.020374663,0.020374663,Node(m0),Node(a1.h11)
a0.h1->m1,0.02290317,0.02290317,Node(a0.h1),Node(m1)
m0->m1,0.035644587,0.035644587,Node(m0),Node(m1)
a1.h2->m1,-0.03468684,0.03468684,Node(a1.h2),Node(m1)
a1.h3->m1,-0.046694916,0.046694916,Node(a1.h3),Node(m1)
a1.h5->m1,0.024271533,0.024271533,Node(a1.h5),Node(m1)
a1.h11->m1,-0.027493313,0.027493313,Node(a1.h11),Node(m1)
a1.h12->m1,-0.032867216,0.032867216,Node(a1.h12),Node(m1)
a1.h14->m1,0.037354108,0.037354108,Node(a1.h14),Node(m1)
m1->a2.h1<q>,-0.02642329,0.02642329,Node(m1),Node(a2.h1)
m1->a2.h2<v>,0.022951199,0.022951199,Node(m1),Node(a2.h2)
m1->a2.h3<q>,0.021103501,0.021103501,Node(m1),Node(a2.h3)
m1->a2.h10<q>,0.036831547,0.036831547,Node(m1),Node(a2.h10)
m0->m2,0.038783148,0.038783148,Node(m0),Node(m2)
a1.h2->m2,-0.038107798,0.038107798,Node(a1.h2),Node(m2)
a1.h4->m2,-0.020254437,0.020254437,Node(a1.h4),Node(m2)
a2.h3->m2,0.03888969,0.03888969,Node(a2.h3),Node(m2)
a2.h10->m2,0.024882128,0.024882128,Node(a2.h10),Node(m2)
m1->a3.h13<v>,-0.032581825,0.032581825,Node(m1),Node(a3.h13)
m2->a3.h5<q>,-0.038245283,0.038245283,Node(m2),Node(a3.h5)
m2->a3.h5<k>,-0.022923924,0.022923924,Node(m2),Node(a3.h5)
m2->a3.h13<v>,0.025874045,0.025874045,Node(m2),Node(a3.h13)
m0->m3,0.04195071,0.04195071,Node(m0),Node(m3)
a1.h2->m3,0.029163903,0.029163903,Node(a1.h2),Node(m3)
m1->m3,-0.061090335,0.061090335,Node(m1),Node(m3)
m2->m3,0.05276006,0.05276006,Node(m2),Node(m3)
a3.h0->m3,0.02211081,0.02211081,Node(a3.h0),Node(m3)
a3.h1->m3,-0.02218522,0.02218522,Node(a3.h1),Node(m3)
a3.h6->m3,0.023766777,0.023766777,Node(a3.h6),Node(m3)
m3->a4.h8<v>,0.021918382,0.021918382,Node(m3),Node(a4.h8)
a1.h3->m4,0.02547725,0.02547725,Node(a1.h3),Node(m4)
a2.h3->m4,0.03909804,0.03909804,Node(a2.h3),Node(m4)
m2->m4,-0.15221444,0.15221444,Node(m2),Node(m4)
a3.h0->m4,0.04196737,0.04196737,Node(a3.h0),Node(m4)
a3.h13->m4,0.042361133,0.042361133,Node(a3.h13),Node(m4)
m3->m4,-0.04544654,0.04544654,Node(m3),Node(m4)
a4.h11->m4,-0.03195107,0.03195107,Node(a4.h11),Node(m4)
m1->a5.h5<k>,0.020217188,0.020217188,Node(m1),Node(a5.h5)
a4.h11->a5.h14<v>,-0.025130294,0.025130294,Node(a4.h11),Node(a5.h14)
m0->m5,0.0645861,0.0645861,Node(m0),Node(m5)
a1.h12->m5,-0.022819025,0.022819025,Node(a1.h12),Node(m5)
m1->m5,-0.039461292,0.039461292,Node(m1),Node(m5)
a2.h14->m5,-0.036808785,0.036808785,Node(a2.h14),Node(m5)
m2->m5,-0.021187317,0.021187317,Node(m2),Node(m5)
a3.h1->m5,0.022383768,0.022383768,Node(a3.h1),Node(m5)
m3->m5,0.03760507,0.03760507,Node(m3),Node(m5)
m4->m5,-0.11129322,0.11129322,Node(m4),Node(m5)
a5.h4->m5,-0.04245248,0.04245248,Node(a5.h4),Node(m5)
a5.h8->m5,-0.031411514,0.031411514,Node(a5.h8),Node(m5)
a5.h9->m5,-0.021689277,0.021689277,Node(a5.h9),Node(m5)
a5.h12->m5,0.024687491,0.024687491,Node(a5.h12),Node(m5)
a5.h14->m5,0.020530324,0.020530324,Node(a5.h14),Node(m5)
m2->a6.h12<k>,0.025770007,0.025770007,Node(m2),Node(a6.h12)
a3.h0->a6.h12<k>,-0.023414697,0.023414697,Node(a3.h0),Node(a6.h12)
a3.h0->a6.h12<v>,-0.023909574,0.023909574,Node(a3.h0),Node(a6.h12)
m4->a6.h15<v>,0.024492947,0.024492947,Node(m4),Node(a6.h15)
m5->a6.h0<v>,0.036560044,0.036560044,Node(m5),Node(a6.h0)
m5->a6.h4<v>,0.021571888,0.021571888,Node(m5),Node(a6.h4)
m5->a6.h10<v>,0.020339977,0.020339977,Node(m5),Node(a6.h10)
m0->m6,-0.022660432,0.022660432,Node(m0),Node(m6)
m2->m6,0.03333065,0.03333065,Node(m2),Node(m6)
a3.h13->m6,-0.025512472,0.025512472,Node(a3.h13),Node(m6)
m4->m6,0.056474578,0.056474578,Node(m4),Node(m6)
a5.h3->m6,-0.020492401,0.020492401,Node(a5.h3),Node(m6)
a5.h5->m6,0.036787827,0.036787827,Node(a5.h5),Node(m6)
a5.h10->m6,0.02060786,0.02060786,Node(a5.h10),Node(m6)
a5.h14->m6,-0.027300205,0.027300205,Node(a5.h14),Node(m6)
m5->m6,-0.055592984,0.055592984,Node(m5),Node(m6)
a6.h0->m6,0.058663618,0.058663618,Node(a6.h0),Node(m6)
a6.h1->m6,0.024256622,0.024256622,Node(a6.h1),Node(m6)
a6.h10->m6,-0.029078562,0.029078562,Node(a6.h10),Node(m6)
a6.h12->m6,0.029704928,0.029704928,Node(a6.h12),Node(m6)
a6.h14->m6,0.025158798,0.025158798,Node(a6.h14),Node(m6)
a6.h15->a7.h4<v>,0.020168684,0.020168684,Node(a6.h15),Node(a7.h4)
m6->a7.h1<v>,0.024338521,0.024338521,Node(m6),Node(a7.h1)
m1->m7,0.021980328,0.021980328,Node(m1),Node(m7)
m4->m7,-0.046019997,0.046019997,Node(m4),Node(m7)
m5->m7,0.036280453,0.036280453,Node(m5),Node(m7)
a6.h10->m7,-0.033953037,0.033953037,Node(a6.h10),Node(m7)
a6.h12->m7,-0.060789507,0.060789507,Node(a6.h12),Node(m7)
m6->m7,-0.072571725,0.072571725,Node(m6),Node(m7)
a7.h6->m7,0.080472514,0.080472514,Node(a7.h6),Node(m7)
a7.h7->m7,-0.02762052,0.02762052,Node(a7.h7),Node(m7)
a7.h13->m7,-0.036466077,0.036466077,Node(a7.h13),Node(m7)
a7.h15->m7,0.029002544,0.029002544,Node(a7.h15),Node(m7)
m6->a8.h8<v>,-0.027722146,0.027722146,Node(m6),Node(a8.h8)
m6->a8.h10<v>,0.037458867,0.037458867,Node(m6),Node(a8.h10)
m7->a8.h0<k>,-0.023299832,0.023299832,Node(m7),Node(a8.h0)
m7->a8.h7<v>,-0.021101829,0.021101829,Node(m7),Node(a8.h7)
m1->m8,-0.06172674,0.06172674,Node(m1),Node(m8)
m2->m8,0.04186453,0.04186453,Node(m2),Node(m8)
m3->m8,-0.049608152,0.049608152,Node(m3),Node(m8)
a4.h11->m8,0.02319077,0.02319077,Node(a4.h11),Node(m8)
m5->m8,0.07589606,0.07589606,Node(m5),Node(m8)
a6.h12->m8,-0.038007766,0.038007766,Node(a6.h12),Node(m8)
m6->m8,0.13930719,0.13930719,Node(m6),Node(m8)
a7.h1->m8,-0.034853287,0.034853287,Node(a7.h1),Node(m8)
a7.h6->m8,-0.029296486,0.029296486,Node(a7.h6),Node(m8)
a7.h13->m8,0.026469994,0.026469994,Node(a7.h13),Node(m8)
m7->m8,0.124122165,0.124122165,Node(m7),Node(m8)
a8.h0->m8,0.025475305,0.025475305,Node(a8.h0),Node(m8)
a8.h1->m8,0.020181796,0.020181796,Node(a8.h1),Node(m8)
a8.h6->m8,-0.021302786,0.021302786,Node(a8.h6),Node(m8)
a8.h7->m8,-0.020788606,0.020788606,Node(a8.h7),Node(m8)
a8.h8->m8,-0.05394147,0.05394147,Node(a8.h8),Node(m8)
a8.h11->m8,-0.024675444,0.024675444,Node(a8.h11),Node(m8)
a8.h12->m8,0.06433776,0.06433776,Node(a8.h12),Node(m8)
m5->a9.h5<q>,-0.028193174,0.028193174,Node(m5),Node(a9.h5)
m6->a9.h5<k>,0.020802803,0.020802803,Node(m6),Node(a9.h5)
a7.h1->a9.h5<q>,0.024547957,0.024547957,Node(a7.h1),Node(a9.h5)
m7->a9.h3<v>,-0.024001246,0.024001246,Node(m7),Node(a9.h3)
m7->a9.h5<k>,-0.026276868,0.026276868,Node(m7),Node(a9.h5)
m7->a9.h10<q>,0.021217993,0.021217993,Node(m7),Node(a9.h10)
a8.h8->a9.h5<q>,0.04708036,0.04708036,Node(a8.h8),Node(a9.h5)
a8.h8->a9.h5<k>,0.03282611,0.03282611,Node(a8.h8),Node(a9.h5)
a8.h8->a9.h7<v>,-0.02185714,0.02185714,Node(a8.h8),Node(a9.h7)
m8->a9.h7<v>,-0.0286807,0.0286807,Node(m8),Node(a9.h7)
m8->a9.h15<q>,-0.02368414,0.02368414,Node(m8),Node(a9.h15)
m1->m9,-0.035000734,0.035000734,Node(m1),Node(m9)
m5->m9,-0.0727805,0.0727805,Node(m5),Node(m9)
a6.h10->m9,-0.024018228,0.024018228,Node(a6.h10),Node(m9)
a6.h12->m9,-0.021014601,0.021014601,Node(a6.h12),Node(m9)
a7.h6->m9,0.04531555,0.04531555,Node(a7.h6),Node(m9)
a7.h7->m9,0.021210153,0.021210153,Node(a7.h7),Node(m9)
a7.h11->m9,-0.025209501,0.025209501,Node(a7.h11),Node(m9)
a7.h13->m9,0.023270108,0.023270108,Node(a7.h13),Node(m9)
m7->m9,-0.04129839,0.04129839,Node(m7),Node(m9)
a8.h0->m9,0.02307631,0.02307631,Node(a8.h0),Node(m9)
a8.h1->m9,0.021688238,0.021688238,Node(a8.h1),Node(m9)
a8.h3->m9,-0.03377884,0.03377884,Node(a8.h3),Node(m9)
a8.h8->m9,-0.023479104,0.023479104,Node(a8.h8),Node(m9)
a8.h10->m9,-0.035406254,0.035406254,Node(a8.h10),Node(m9)
a8.h13->m9,0.033431344,0.033431344,Node(a8.h13),Node(m9)
a8.h14->m9,-0.032946423,0.032946423,Node(a8.h14),Node(m9)
m8->m9,0.11630736,0.11630736,Node(m8),Node(m9)
a9.h6->m9,-0.054406337,0.054406337,Node(a9.h6),Node(m9)
a9.h7->m9,-0.035916172,0.035916172,Node(a9.h7),Node(m9)
a9.h12->m9,0.021568723,0.021568723,Node(a9.h12),Node(m9)
a9.h15->m9,0.021688785,0.021688785,Node(a9.h15),Node(m9)
m7->a10.h15<v>,-0.021793138,0.021793138,Node(m7),Node(a10.h15)
m8->a10.h9<v>,-0.023974549,0.023974549,Node(m8),Node(a10.h9)
a9.h6->a10.h5<k>,0.030548638,0.030548638,Node(a9.h6),Node(a10.h5)
m9->a10.h1<q>,-0.029926172,0.029926172,Node(m9),Node(a10.h1)
m9->a10.h15<v>,-0.045825943,0.045825943,Node(m9),Node(a10.h15)
m1->m10,-0.02289412,0.02289412,Node(m1),Node(m10)
a3.h0->m10,-0.02452121,0.02452121,Node(a3.h0),Node(m10)
m5->m10,0.08821504,0.08821504,Node(m5),Node(m10)
a6.h2->m10,0.02200836,0.02200836,Node(a6.h2),Node(m10)
a6.h12->m10,0.041963726,0.041963726,Node(a6.h12),Node(m10)
m6->m10,-0.09686672,0.09686672,Node(m6),Node(m10)
a7.h6->m10,-0.041934878,0.041934878,Node(a7.h6),Node(m10)
a7.h8->m10,-0.024153676,0.024153676,Node(a7.h8),Node(m10)
m7->m10,0.03322444,0.03322444,Node(m7),Node(m10)
a8.h1->m10,-0.044607304,0.044607304,Node(a8.h1),Node(m10)
a8.h4->m10,0.022829786,0.022829786,Node(a8.h4),Node(m10)
a8.h13->m10,-0.023170542,0.023170542,Node(a8.h13),Node(m10)
m8->m10,-0.04480193,0.04480193,Node(m8),Node(m10)
a9.h0->m10,0.030187277,0.030187277,Node(a9.h0),Node(m10)
a9.h1->m10,0.034769528,0.034769528,Node(a9.h1),Node(m10)
a9.h5->m10,-0.021196779,0.021196779,Node(a9.h5),Node(m10)
a9.h15->m10,0.03384652,0.03384652,Node(a9.h15),Node(m10)
m9->m10,0.1268136,0.1268136,Node(m9),Node(m10)
a10.h0->m10,0.04690946,0.04690946,Node(a10.h0),Node(m10)
a10.h5->m10,-0.027508525,0.027508525,Node(a10.h5),Node(m10)
a10.h6->m10,0.035233743,0.035233743,Node(a10.h6),Node(m10)
a10.h12->m10,-0.024656504,0.024656504,Node(a10.h12),Node(m10)
a9.h5->a11.h2<v>,0.022647716,0.022647716,Node(a9.h5),Node(a11.h2)
m9->a11.h4<v>,0.020113561,0.020113561,Node(m9),Node(a11.h4)
m9->a11.h7<v>,-0.020813232,0.020813232,Node(m9),Node(a11.h7)
m9->a11.h11<v>,-0.02148862,0.02148862,Node(m9),Node(a11.h11)
a10.h10->a11.h15<v>,-0.020610932,0.020610932,Node(a10.h10),Node(a11.h15)
m10->a11.h0<v>,0.023878317,0.023878317,Node(m10),Node(a11.h0)
m10->a11.h7<q>,-0.023939427,0.023939427,Node(m10),Node(a11.h7)
m10->a11.h10<q>,0.021921545,0.021921545,Node(m10),Node(a11.h10)
m2->m11,-0.021013726,0.021013726,Node(m2),Node(m11)
m3->m11,0.058870256,0.058870256,Node(m3),Node(m11)
m4->m11,0.025061807,0.025061807,Node(m4),Node(m11)
m5->m11,-0.06843265,0.06843265,Node(m5),Node(m11)
m6->m11,0.028247137,0.028247137,Node(m6),Node(m11)
m7->m11,-0.07389155,0.07389155,Node(m7),Node(m11)
a8.h1->m11,-0.020104742,0.020104742,Node(a8.h1),Node(m11)
m8->m11,0.037081134,0.037081134,Node(m8),Node(m11)
m9->m11,-0.09127934,0.09127934,Node(m9),Node(m11)
a10.h1->m11,-0.05640746,0.05640746,Node(a10.h1),Node(m11)
a10.h3->m11,-0.024189066,0.024189066,Node(a10.h3),Node(m11)
a10.h4->m11,-0.021833546,0.021833546,Node(a10.h4),Node(m11)
a10.h6->m11,-0.021915495,0.021915495,Node(a10.h6),Node(m11)
a10.h8->m11,0.028657433,0.028657433,Node(a10.h8),Node(m11)
a10.h12->m11,0.02239044,0.02239044,Node(a10.h12),Node(m11)
m10->m11,0.054937154,0.054937154,Node(m10),Node(m11)
a11.h4->m11,0.020416033,0.020416033,Node(a11.h4),Node(m11)
a11.h15->m11,-0.020927748,0.020927748,Node(a11.h15),Node(m11)
a9.h7->a12.h3<q>,-0.021278357,0.021278357,Node(a9.h7),Node(a12.h3)
a9.h7->a12.h3<v>,-0.036114834,0.036114834,Node(a9.h7),Node(a12.h3)
m9->a12.h3<v>,-0.033933587,0.033933587,Node(m9),Node(a12.h3)
a10.h8->a12.h3<k>,-0.024995556,0.024995556,Node(a10.h8),Node(a12.h3)
a10.h8->a12.h3<v>,-0.032856062,0.032856062,Node(a10.h8),Node(a12.h3)
a10.h8->a12.h7<v>,-0.020289749,0.020289749,Node(a10.h8),Node(a12.h7)
m10->a12.h0<v>,0.04333306,0.04333306,Node(m10),Node(a12.h0)
m10->a12.h10<v>,0.028480362,0.028480362,Node(m10),Node(a12.h10)
m11->a12.h0<v>,0.03029342,0.03029342,Node(m11),Node(a12.h0)
m11->a12.h10<q>,0.025202375,0.025202375,Node(m11),Node(a12.h10)
