,score,abs_score,source,target
input->m0,-0.13767198,0.13767198,Node(input),Node(m0)
a0.h1->m0,0.15966263,0.15966263,Node(a0.h1),Node(m0)
a0.h4->m0,0.056160472,0.056160472,Node(a0.h4),Node(m0)
a0.h5->m0,-0.024479456,0.024479456,Node(a0.h5),Node(m0)
a0.h6->m0,0.018060606,0.018060606,Node(a0.h6),Node(m0)
a0.h7->m0,0.117470585,0.117470585,Node(a0.h7),Node(m0)
a0.h10->m0,0.07570935,0.07570935,Node(a0.h10),Node(m0)
a0.h14->m0,0.026951475,0.026951475,Node(a0.h14),Node(m0)
input->a1.h2<v>,-0.01988104,0.01988104,Node(input),Node(a1.h2)
m0->a1.h2<v>,0.019017858,0.019017858,Node(m0),Node(a1.h2)
m0->a1.h3<v>,0.020313067,0.020313067,Node(m0),Node(a1.h3)
a1.h3->m1,-0.020394124,0.020394124,Node(a1.h3),Node(m1)
a1.h9->m1,0.021912217,0.021912217,Node(a1.h9),Node(m1)
a1.h14->m1,0.042800747,0.042800747,Node(a1.h14),Node(m1)
m1->a2.h5<q>,0.018337121,0.018337121,Node(m1),Node(a2.h5)
m1->a2.h10<q>,0.018807132,0.018807132,Node(m1),Node(a2.h10)
m1->a2.h14<v>,0.025797725,0.025797725,Node(m1),Node(a2.h14)
m0->m2,-0.03669702,0.03669702,Node(m0),Node(m2)
m1->m2,-0.050749958,0.050749958,Node(m1),Node(m2)
a2.h3->m2,0.019780865,0.019780865,Node(a2.h3),Node(m2)
a2.h5->m2,0.018128172,0.018128172,Node(a2.h5),Node(m2)
a2.h8->m2,0.025798365,0.025798365,Node(a2.h8),Node(m2)
a2.h10->m2,0.024764426,0.024764426,Node(a2.h10),Node(m2)
a2.h15->m2,0.025296433,0.025296433,Node(a2.h15),Node(m2)
m2->a3.h13<v>,0.042963862,0.042963862,Node(m2),Node(a3.h13)
a0.h1->m3,-0.019929947,0.019929947,Node(a0.h1),Node(m3)
a2.h14->m3,0.024454314,0.024454314,Node(a2.h14),Node(m3)
a3.h0->m3,0.018464223,0.018464223,Node(a3.h0),Node(m3)
m0->m4,-0.024075978,0.024075978,Node(m0),Node(m4)
m1->m4,-0.030265909,0.030265909,Node(m1),Node(m4)
m2->m4,0.047632262,0.047632262,Node(m2),Node(m4)
