,score,abs_score,source,target
input->m0,-0.060166966,0.060166966,Node(input),Node(m0)
a0.h1->m0,0.04073093,0.04073093,Node(a0.h1),Node(m0)
a0.h7->m0,0.03253983,0.03253983,Node(a0.h7),Node(m0)
a0.h9->m0,-0.023248821,0.023248821,Node(a0.h9),Node(m0)
a0.h11->m0,-0.035366498,0.035366498,Node(a0.h11),Node(m0)
input->a1.h2<v>,-0.026419945,0.026419945,Node(input),Node(a1.h2)
input->a1.h3<v>,-0.023412507,0.023412507,Node(input),Node(a1.h3)
input->a1.h11<v>,0.053483795,0.053483795,Node(input),Node(a1.h11)
a0.h1->a1.h2<q>,0.022983551,0.022983551,Node(a0.h1),Node(a1.h2)
m0->a1.h2<q>,-0.036539305,0.036539305,Node(m0),Node(a1.h2)
m0->a1.h11<q>,-0.024378188,0.024378188,Node(m0),Node(a1.h11)
input->m1,-0.034480855,0.034480855,Node(input),Node(m1)
a0.h1->m1,0.05746527,0.05746527,Node(a0.h1),Node(m1)
a0.h7->m1,0.03845086,0.03845086,Node(a0.h7),Node(m1)
m0->m1,-0.12432273,0.12432273,Node(m0),Node(m1)
a1.h1->m1,-0.023828402,0.023828402,Node(a1.h1),Node(m1)
a1.h2->m1,-0.03943023,0.03943023,Node(a1.h2),Node(m1)
a1.h3->m1,-0.04520526,0.04520526,Node(a1.h3),Node(m1)
a1.h5->m1,-0.027253395,0.027253395,Node(a1.h5),Node(m1)
a1.h8->m1,-0.025474053,0.025474053,Node(a1.h8),Node(m1)
a1.h10->m1,-0.028370624,0.028370624,Node(a1.h10),Node(m1)
a1.h11->m1,-0.040189683,0.040189683,Node(a1.h11),Node(m1)
a1.h13->m1,0.025216311,0.025216311,Node(a1.h13),Node(m1)
a1.h14->m1,-0.023397177,0.023397177,Node(a1.h14),Node(m1)
m1->a2.h5<v>,-0.0281067,0.0281067,Node(m1),Node(a2.h5)
m1->a2.h10<q>,0.032438368,0.032438368,Node(m1),Node(a2.h10)
input->m2,0.02907586,0.02907586,Node(input),Node(m2)
m0->m2,0.046670906,0.046670906,Node(m0),Node(m2)
a1.h2->m2,-0.040824905,0.040824905,Node(a1.h2),Node(m2)
a2.h3->m2,-0.023617651,0.023617651,Node(a2.h3),Node(m2)
a2.h6->m2,0.035447117,0.035447117,Node(a2.h6),Node(m2)
a2.h8->m2,-0.023736438,0.023736438,Node(a2.h8),Node(m2)
a2.h10->m2,0.05029617,0.05029617,Node(a2.h10),Node(m2)
a2.h14->m2,0.05448301,0.05448301,Node(a2.h14),Node(m2)
a2.h10->a3.h14<v>,0.022821207,0.022821207,Node(a2.h10),Node(a3.h14)
m2->a3.h13<v>,-0.031510413,0.031510413,Node(m2),Node(a3.h13)
m2->a3.h14<q>,0.022355568,0.022355568,Node(m2),Node(a3.h14)
m0->m3,0.05078157,0.05078157,Node(m0),Node(m3)
a1.h4->m3,-0.032012828,0.032012828,Node(a1.h4),Node(m3)
a1.h12->m3,-0.037150294,0.037150294,Node(a1.h12),Node(m3)
m1->m3,-0.086209565,0.086209565,Node(m1),Node(m3)
a2.h5->m3,0.02674573,0.02674573,Node(a2.h5),Node(m3)
a2.h6->m3,-0.029490914,0.029490914,Node(a2.h6),Node(m3)
a2.h8->m3,-0.03477344,0.03477344,Node(a2.h8),Node(m3)
a2.h13->m3,0.03646959,0.03646959,Node(a2.h13),Node(m3)
a2.h14->m3,0.04075592,0.04075592,Node(a2.h14),Node(m3)
m2->m3,0.104049146,0.104049146,Node(m2),Node(m3)
