,score,abs_score,source,target
input->m0,-0.26006457,0.26006457,Node(input),Node(m0)
a0.h1->m0,0.11120005,0.11120005,Node(a0.h1),Node(m0)
a0.h6->m0,0.018336674,0.018336674,Node(a0.h6),Node(m0)
a0.h7->m0,0.07317646,0.07317646,Node(a0.h7),Node(m0)
a0.h8->m0,0.019941632,0.019941632,Node(a0.h8),Node(m0)
a0.h10->m0,-0.021324947,0.021324947,Node(a0.h10),Node(m0)
a0.h15->m0,0.019490443,0.019490443,Node(a0.h15),Node(m0)
input->a1.h2<v>,-0.028847173,0.028847173,Node(input),Node(a1.h2)
input->a1.h11<v>,0.051890723,0.051890723,Node(input),Node(a1.h11)
m0->a1.h2<q>,-0.021105772,0.021105772,Node(m0),Node(a1.h2)
m0->a1.h10<q>,-0.020064749,0.020064749,Node(m0),Node(a1.h10)
m0->a1.h11<q>,-0.023579162,0.023579162,Node(m0),Node(a1.h11)
m0->a1.h11<v>,-0.027431343,0.027431343,Node(m0),Node(a1.h11)
input->m1,0.04375939,0.04375939,Node(input),Node(m1)
m0->m1,-0.036418833,0.036418833,Node(m0),Node(m1)
a1.h2->m1,-0.017962202,0.017962202,Node(a1.h2),Node(m1)
a1.h7->m1,0.025647527,0.025647527,Node(a1.h7),Node(m1)
m0->a2.h3<v>,-0.020545699,0.020545699,Node(m0),Node(a2.h3)
m0->a2.h14<k>,0.027797692,0.027797692,Node(m0),Node(a2.h14)
a1.h5->a2.h14<q>,0.018050663,0.018050663,Node(a1.h5),Node(a2.h14)
m0->m2,0.02939645,0.02939645,Node(m0),Node(m2)
a1.h2->m2,-0.026161611,0.026161611,Node(a1.h2),Node(m2)
a2.h4->m2,0.01884216,0.01884216,Node(a2.h4),Node(m2)
a2.h5->m2,0.026576534,0.026576534,Node(a2.h5),Node(m2)
a2.h6->m2,0.03282754,0.03282754,Node(a2.h6),Node(m2)
a2.h8->m2,-0.049426313,0.049426313,Node(a2.h8),Node(m2)
a2.h10->m2,0.022778634,0.022778634,Node(a2.h10),Node(m2)
a2.h14->m2,0.051202934,0.051202934,Node(a2.h14),Node(m2)
m1->a3.h1<k>,-0.019003158,0.019003158,Node(m1),Node(a3.h1)
m2->a3.h5<q>,0.024764335,0.024764335,Node(m2),Node(a3.h5)
m2->a3.h13<v>,-0.021995416,0.021995416,Node(m2),Node(a3.h13)
m2->a3.h14<q>,0.021179922,0.021179922,Node(m2),Node(a3.h14)
m0->m3,-0.02734274,0.02734274,Node(m0),Node(m3)
m1->m3,-0.058611937,0.058611937,Node(m1),Node(m3)
a2.h5->m3,0.03449337,0.03449337,Node(a2.h5),Node(m3)
a2.h14->m3,0.03276836,0.03276836,Node(a2.h14),Node(m3)
m2->m3,0.036315035,0.036315035,Node(m2),Node(m3)
a3.h0->m3,-0.03184987,0.03184987,Node(a3.h0),Node(m3)
a3.h14->m3,0.034470715,0.034470715,Node(a3.h14),Node(m3)
m2->a4.h8<v>,-0.021761997,0.021761997,Node(m2),Node(a4.h8)
m3->a4.h9<q>,0.020525297,0.020525297,Node(m3),Node(a4.h9)
m3->a4.h13<q>,0.020097842,0.020097842,Node(m3),Node(a4.h13)
a2.h5->m4,-0.023120273,0.023120273,Node(a2.h5),Node(m4)
m2->m4,-0.019087315,0.019087315,Node(m2),Node(m4)
m3->m4,-0.08355763,0.08355763,Node(m3),Node(m4)
a4.h11->m4,0.019497927,0.019497927,Node(a4.h11),Node(m4)
a4.h13->m4,0.024295291,0.024295291,Node(a4.h13),Node(m4)
m4->a5.h8<v>,-0.022510601,0.022510601,Node(m4),Node(a5.h8)
m0->m5,-0.037954167,0.037954167,Node(m0),Node(m5)
a1.h2->m5,-0.020781223,0.020781223,Node(a1.h2),Node(m5)
m1->m5,-0.048815697,0.048815697,Node(m1),Node(m5)
m2->m5,-0.027254423,0.027254423,Node(m2),Node(m5)
a3.h1->m5,0.020881576,0.020881576,Node(a3.h1),Node(m5)
m3->m5,0.032307744,0.032307744,Node(m3),Node(m5)
a4.h9->m5,0.031098366,0.031098366,Node(a4.h9),Node(m5)
a4.h15->m5,-0.018696006,0.018696006,Node(a4.h15),Node(m5)
m4->m5,0.080778494,0.080778494,Node(m4),Node(m5)
a5.h2->m5,0.03132551,0.03132551,Node(a5.h2),Node(m5)
a5.h9->m5,0.025797432,0.025797432,Node(a5.h9),Node(m5)
m3->a6.h12<v>,-0.018380793,0.018380793,Node(m3),Node(a6.h12)
m5->a6.h2<k>,-0.01833802,0.01833802,Node(m5),Node(a6.h2)
m5->a6.h5<q>,-0.018133858,0.018133858,Node(m5),Node(a6.h5)
m5->a6.h10<v>,-0.027571093,0.027571093,Node(m5),Node(a6.h10)
m1->m6,0.038445488,0.038445488,Node(m1),Node(m6)
m2->m6,0.047474645,0.047474645,Node(m2),Node(m6)
a3.h0->m6,0.026841793,0.026841793,Node(a3.h0),Node(m6)
a3.h5->m6,0.019658517,0.019658517,Node(a3.h5),Node(m6)
a5.h3->m6,-0.023379272,0.023379272,Node(a5.h3),Node(m6)
m5->m6,-0.037793063,0.037793063,Node(m5),Node(m6)
a6.h0->m6,0.05860147,0.05860147,Node(a6.h0),Node(m6)
a6.h4->m6,-0.048717123,0.048717123,Node(a6.h4),Node(m6)
a6.h5->m6,-0.026317885,0.026317885,Node(a6.h5),Node(m6)
a6.h10->m6,-0.042609744,0.042609744,Node(a6.h10),Node(m6)
a6.h12->m6,-0.05666773,0.05666773,Node(a6.h12),Node(m6)
a6.h13->m6,0.028620668,0.028620668,Node(a6.h13),Node(m6)
m5->a7.h1<q>,-0.022036638,0.022036638,Node(m5),Node(a7.h1)
