,score,abs_score,source,target
input->m0,0.04515034,0.04515034,Node(input),Node(m0)
a0.h0->m0,-0.020583998,0.020583998,Node(a0.h0),Node(m0)
a0.h1->m0,0.054699402,0.054699402,Node(a0.h1),Node(m0)
a0.h5->m0,0.022049716,0.022049716,Node(a0.h5),Node(m0)
a0.h10->m0,-0.06211994,0.06211994,Node(a0.h10),Node(m0)
a0.h11->m0,-0.033463582,0.033463582,Node(a0.h11),Node(m0)
a0.h12->m0,-0.03354956,0.03354956,Node(a0.h12),Node(m0)
a0.h14->m0,-0.025316834,0.025316834,Node(a0.h14),Node(m0)
input->a1.h3<v>,-0.024507618,0.024507618,Node(input),Node(a1.h3)
input->a1.h5<v>,-0.025533803,0.025533803,Node(input),Node(a1.h5)
input->a1.h14<k>,0.022002395,0.022002395,Node(input),Node(a1.h14)
m0->a1.h12<q>,-0.022294652,0.022294652,Node(m0),Node(a1.h12)
input->m1,0.039396398,0.039396398,Node(input),Node(m1)
m0->m1,-0.045953125,0.045953125,Node(m0),Node(m1)
a1.h3->m1,-0.029573899,0.029573899,Node(a1.h3),Node(m1)
a1.h4->m1,0.079510145,0.079510145,Node(a1.h4),Node(m1)
a1.h10->m1,0.020494865,0.020494865,Node(a1.h10),Node(m1)
a1.h11->m1,-0.022487639,0.022487639,Node(a1.h11),Node(m1)
a1.h3->a2.h5<v>,0.020098586,0.020098586,Node(a1.h3),Node(a2.h5)
a1.h14->a2.h5<v>,0.020938076,0.020938076,Node(a1.h14),Node(a2.h5)
m1->a2.h5<v>,-0.046500057,0.046500057,Node(m1),Node(a2.h5)
input->m2,0.020416964,0.020416964,Node(input),Node(m2)
m0->m2,0.02722932,0.02722932,Node(m0),Node(m2)
a1.h14->m2,-0.03160148,0.03160148,Node(a1.h14),Node(m2)
m1->m2,-0.03477906,0.03477906,Node(m1),Node(m2)
a2.h1->m2,0.02162282,0.02162282,Node(a2.h1),Node(m2)
a2.h6->m2,0.027028251,0.027028251,Node(a2.h6),Node(m2)
m2->a3.h5<q>,0.019743241,0.019743241,Node(m2),Node(a3.h5)
input->m3,0.0244538,0.0244538,Node(input),Node(m3)
m0->m3,0.022819212,0.022819212,Node(m0),Node(m3)
a2.h1->m3,0.02149923,0.02149923,Node(a2.h1),Node(m3)
a2.h14->m3,-0.0268954,0.0268954,Node(a2.h14),Node(m3)
m0->m4,-0.04649222,0.04649222,Node(m0),Node(m4)
a2.h5->m4,-0.026085673,0.026085673,Node(a2.h5),Node(m4)
m2->m4,-0.05591127,0.05591127,Node(m2),Node(m4)
a3.h14->m4,0.02360835,0.02360835,Node(a3.h14),Node(m4)
m3->m4,-0.048384782,0.048384782,Node(m3),Node(m4)
a4.h2->m4,0.023782087,0.023782087,Node(a4.h2),Node(m4)
a4.h8->m4,0.022745213,0.022745213,Node(a4.h8),Node(m4)
a4.h10->m4,0.02090276,0.02090276,Node(a4.h10),Node(m4)
a4.h8->a5.h9<v>,0.021360748,0.021360748,Node(a4.h8),Node(a5.h9)
m0->m5,-0.03223011,0.03223011,Node(m0),Node(m5)
a1.h2->m5,-0.022890251,0.022890251,Node(a1.h2),Node(m5)
m1->m5,-0.05557304,0.05557304,Node(m1),Node(m5)
a3.h13->m5,0.027918153,0.027918153,Node(a3.h13),Node(m5)
m3->m5,0.042911913,0.042911913,Node(m3),Node(m5)
a4.h7->m5,-0.026003283,0.026003283,Node(a4.h7),Node(m5)
a4.h15->m5,0.039312534,0.039312534,Node(a4.h15),Node(m5)
a5.h3->m5,0.028690096,0.028690096,Node(a5.h3),Node(m5)
a5.h4->m5,0.021082856,0.021082856,Node(a5.h4),Node(m5)
a5.h10->m5,-0.03841404,0.03841404,Node(a5.h10),Node(m5)
a5.h12->m5,0.023799758,0.023799758,Node(a5.h12),Node(m5)
a0.h1->a6.h10<v>,0.022948042,0.022948042,Node(a0.h1),Node(a6.h10)
m2->a6.h4<v>,-0.031655286,0.031655286,Node(m2),Node(a6.h4)
m4->a6.h12<v>,0.0207016,0.0207016,Node(m4),Node(a6.h12)
m5->a6.h4<v>,0.07230124,0.07230124,Node(m5),Node(a6.h4)
m5->a6.h10<q>,0.029698458,0.029698458,Node(m5),Node(a6.h10)
m5->a6.h10<v>,-0.021052781,0.021052781,Node(m5),Node(a6.h10)
a2.h14->m6,-0.020329034,0.020329034,Node(a2.h14),Node(m6)
