,score,abs_score,source,target
input->m0,-0.092517436,0.092517436,Node(input),Node(m0)
a0.h1->m0,0.14005749,0.14005749,Node(a0.h1),Node(m0)
a0.h6->m0,0.028528925,0.028528925,Node(a0.h6),Node(m0)
a0.h7->m0,0.098907456,0.098907456,Node(a0.h7),Node(m0)
a0.h10->m0,0.027506536,0.027506536,Node(a0.h10),Node(m0)
a0.h12->m0,-0.029663635,0.029663635,Node(a0.h12),Node(m0)
input->a1.h2<q>,-0.032517947,0.032517947,Node(input),Node(a1.h2)
input->a1.h3<v>,-0.038897682,0.038897682,Node(input),Node(a1.h3)
a0.h1->a1.h2<q>,0.03464706,0.03464706,Node(a0.h1),Node(a1.h2)
m0->a1.h2<q>,-0.047055878,0.047055878,Node(m0),Node(a1.h2)
input->m1,-0.14696571,0.14696571,Node(input),Node(m1)
a0.h1->m1,0.093356416,0.093356416,Node(a0.h1),Node(m1)
a0.h7->m1,0.03410218,0.03410218,Node(a0.h7),Node(m1)
m0->m1,-0.2075337,0.2075337,Node(m0),Node(m1)
a1.h2->m1,-0.04214188,0.04214188,Node(a1.h2),Node(m1)
a1.h5->m1,0.0294959,0.0294959,Node(a1.h5),Node(m1)
a1.h15->m1,0.029852582,0.029852582,Node(a1.h15),Node(m1)
m0->a2.h10<q>,0.044010967,0.044010967,Node(m0),Node(a2.h10)
a1.h3->a2.h10<v>,0.03038541,0.03038541,Node(a1.h3),Node(a2.h10)
m1->a2.h2<v>,0.028786233,0.028786233,Node(m1),Node(a2.h2)
m1->a2.h5<v>,-0.04296098,0.04296098,Node(m1),Node(a2.h5)
m1->a2.h10<q>,0.070227556,0.070227556,Node(m1),Node(a2.h10)
a1.h2->m2,-0.033141904,0.033141904,Node(a1.h2),Node(m2)
a1.h14->m2,-0.027672507,0.027672507,Node(a1.h14),Node(m2)
m1->m2,0.04273089,0.04273089,Node(m1),Node(m2)
a2.h10->m2,0.06396409,0.06396409,Node(a2.h10),Node(m2)
a2.h13->m2,0.037649333,0.037649333,Node(a2.h13),Node(m2)
a2.h14->m2,0.037843004,0.037843004,Node(a2.h14),Node(m2)
a2.h15->m2,-0.04088535,0.04088535,Node(a2.h15),Node(m2)
m1->a3.h4<q>,-0.03575857,0.03575857,Node(m1),Node(a3.h4)
m2->a3.h0<v>,-0.038542457,0.038542457,Node(m2),Node(a3.h0)
m2->a3.h14<q>,0.041675985,0.041675985,Node(m2),Node(a3.h14)
a1.h4->m3,-0.035023484,0.035023484,Node(a1.h4),Node(m3)
a1.h15->m3,0.028149059,0.028149059,Node(a1.h15),Node(m3)
m1->m3,-0.10707285,0.10707285,Node(m1),Node(m3)
a2.h13->m3,0.030729346,0.030729346,Node(a2.h13),Node(m3)
a2.h14->m3,0.028464109,0.028464109,Node(a2.h14),Node(m3)
m2->m3,0.06472239,0.06472239,Node(m2),Node(m3)
a3.h1->m3,-0.031496104,0.031496104,Node(a3.h1),Node(m3)
a3.h14->m3,0.050243556,0.050243556,Node(a3.h14),Node(m3)
m0->a4.h13<q>,0.034454834,0.034454834,Node(m0),Node(a4.h13)
m2->a4.h13<q>,0.039965384,0.039965384,Node(m2),Node(a4.h13)
m3->a4.h9<q>,0.03911143,0.03911143,Node(m3),Node(a4.h9)
m3->a4.h13<q>,0.068437114,0.068437114,Node(m3),Node(a4.h13)
m3->a4.h15<v>,-0.030754272,0.030754272,Node(m3),Node(a4.h15)
m0->m4,-0.044005364,0.044005364,Node(m0),Node(m4)
m1->m4,-0.03578433,0.03578433,Node(m1),Node(m4)
a2.h5->m4,-0.05276301,0.05276301,Node(a2.h5),Node(m4)
m2->m4,0.03302324,0.03302324,Node(m2),Node(m4)
a3.h0->m4,0.033496983,0.033496983,Node(a3.h0),Node(m4)
m3->m4,-0.10711241,0.10711241,Node(m3),Node(m4)
a4.h13->m4,0.04782986,0.04782986,Node(a4.h13),Node(m4)
m1->m5,0.0702259,0.0702259,Node(m1),Node(m5)
m2->m5,-0.030281749,0.030281749,Node(m2),Node(m5)
a3.h0->m5,0.029386586,0.029386586,Node(a3.h0),Node(m5)
a3.h13->m5,-0.031452775,0.031452775,Node(a3.h13),Node(m5)
m3->m5,0.081024244,0.081024244,Node(m3),Node(m5)
m4->m5,-0.042456787,0.042456787,Node(m4),Node(m5)
